emc_lot,film_roughness_class,vacuum_base_kpa_abs,zone_range_c,closing_speed_mm_s,edge_void_pct,chip_offset_p95_um,warpage_um,cycle_time_index,void_upper_3sigma_msa,offset_upper_3sigma_msa,robust_pass,primary_margin
M02,Smooth,4.5,2.0,1.15,0.8327163834076423,22.131131800456945,698.2118904653174,99.91913497540301,0.8937142582947292,23.65110987047418,False,-0.39371425829472917
M02,Smooth,4.5,2.25,0.85,0.6735492815126867,20.574115399713243,707.8940095725866,103.86416814405396,0.7345471563997735,22.094093469730478,False,-0.23454715639977353
M02,Smooth,4.5,2.25,0.9,0.7174712439026416,21.014673835527358,708.7835775741529,103.20976647175159,0.7784691187897285,22.534651905544592,False,-0.27846911878972846
M02,Smooth,4.5,2.25,0.95,0.7613932062925964,21.45523227134147,709.6731455757192,102.55536479944921,0.8223910811796833,22.975210341358704,False,-0.3223910811796833
M02,Smooth,4.5,2.25,1.0,0.8053151686825514,21.895790707155584,710.5627135772855,101.90096312714684,0.8663130435696382,23.41576877717282,False,-0.36631304356963823
M02,Smooth,4.5,2.25,1.05,0.8492371310725064,22.336349142969695,711.4522815788519,101.24656145484445,0.9102350059595933,23.85632721298693,False,-0.4102350059595933
M02,Smooth,4.5,2.25,1.1,0.8931590934624614,22.77690757878381,712.3418495804182,100.59215978254207,0.9541569683495482,24.296885648801045,False,-0.4541569683495482
M02,Smooth,4.5,2.25,1.15,0.9370810558524161,23.21746601459792,713.2314175819844,99.9377581102397,0.9980789307395029,24.737444084615156,False,-0.49807893073950293
M02,Smooth,4.5,2.5,0.85,0.7804945000470853,21.701518159904303,724.4147636080638,103.79964634524428,0.8414923749341722,23.221496229921538,False,-0.34149237493417217
M02,Smooth,4.5,2.5,0.9,0.8239863714221027,22.135231838043403,725.0541271231617,103.15910216188297,0.8849842463091896,23.655209908060638,False,-0.3849842463091896
M02,Smooth,4.5,2.5,0.95,0.8674782427971202,22.568945516182502,725.6934906382597,102.51855797852166,0.928476117684207,24.088923586199737,False,-0.428476117684207
M02,Smooth,4.5,2.5,1.0,0.9109701141721376,23.002659194321602,726.3328541533576,101.87801379516033,0.9719679890592244,24.522637264338837,False,-0.47196798905922444
M02,Smooth,4.5,2.5,1.05,0.9544619855471551,23.4363728724607,726.9722176684555,101.23746961179901,1.015459860434242,24.956350942477936,False,-0.515459860434242
M02,Smooth,4.5,2.5,1.1,0.9979538569221725,23.8700865505998,727.6115811835534,100.5969254284377,1.0589517318092594,25.390064620617036,False,-0.5589517318092594
M02,Smooth,4.5,2.5,1.15,1.0414457282971898,24.3038002287389,728.2509446986514,99.95638124507639,1.1024436031842768,25.823778298756135,False,-0.6024436031842768
M02,Smooth,4.5,2.75,0.85,0.8874397185814838,22.828920920095364,740.9355176435411,103.7351245464346,0.9484375934685707,24.3488989901126,False,-0.4484375934685707
M02,Smooth,4.5,2.75,0.9,0.9305014989415639,23.255789840559448,741.3246766721707,103.10843785201435,0.9914993738286507,24.775767910576683,False,-0.4914993738286507
M02,Smooth,4.5,2.75,0.95,0.9735632793016438,23.682658761023532,741.7138357008002,102.48175115759409,1.0345611541887307,25.202636831040767,False,-0.5345611541887307
M02,Smooth,4.5,2.75,1.0,1.0166250596617237,24.10952768148762,742.1029947294297,101.85506446317383,1.0776229345488106,25.629505751504855,False,-0.5776229345488106
M02,Smooth,4.5,2.75,1.05,1.0596868400218038,24.536396601951704,742.4921537580593,101.22837776875357,1.1206847149088908,26.05637467196894,False,-0.6206847149088908
M02,Smooth,4.5,2.75,1.1,1.1027486203818837,24.963265522415792,742.8813127866888,100.60169107433333,1.1637464952689707,26.483243592433027,False,-0.6637464952689707
M02,Smooth,4.5,2.75,1.15,1.1458104007419636,25.390134442879877,743.2704718153184,99.97500437991307,1.2068082756290506,26.91011251289711,False,-0.7068082756290506
M02,Smooth,4.5,3.0,0.85,0.9943849371158825,23.956323680286424,757.4562716790184,103.67060274762491,1.0553828120029694,25.47630175030366,False,-0.5553828120029694
M02,Smooth,4.5,3.0,0.9,1.037016626461025,24.376347843075493,757.5952262211796,103.05777354214572,1.098014501348112,25.896325913092728,False,-0.598014501348112
M02,Smooth,4.5,3.0,0.95,1.0796483158061674,24.796372005864566,757.7341807633408,102.44494433666654,1.1406461906932543,26.3163500758818,False,-0.6406461906932543
M02,Smooth,4.5,3.0,1.0,1.12228000515131,25.216396168653638,757.8731353055019,101.83211513118734,1.183277880038397,26.736374238670873,False,-0.683277880038397
M02,Smooth,4.5,3.0,1.05,1.1649116944964524,25.63642033144271,758.0120898476631,101.21928592570815,1.2259095693835393,27.156398401459946,False,-0.7259095693835393
M02,Smooth,4.5,3.0,1.1,1.207543383841595,26.056444494231783,758.1510443898242,100.60645672022895,1.268541258728682,27.576422564249018,False,-0.768541258728682
M02,Smooth,4.5,3.0,1.15,1.2501750731867374,26.476468657020853,758.2899989319853,99.99362751474976,1.3111729480738243,27.996446727038087,False,-0.8111729480738243
M02,Smooth,4.5,3.25,0.85,1.1013301556502813,25.08372644047748,773.9770257144957,103.60608094881523,1.1623280305373682,26.603704510494715,False,-0.6623280305373682
M02,Smooth,4.5,3.25,0.9,1.1435317539804861,25.49690584559154,773.8657757701884,103.0071092322771,1.204529628867573,27.016883915608776,False,-0.7045296288675731
M02,Smooth,4.5,3.25,0.95,1.1857333523106912,25.9100852507056,773.7545258258813,102.40813751573897,1.2467312271977782,27.430063320722834,False,-0.7467312271977782
M02,Smooth,4.5,3.25,1.0,1.227934950640896,26.323264655819656,773.643275881574,101.80916579920084,1.288932825527983,27.84324272583689,False,-0.788932825527983
M02,Smooth,4.5,3.25,1.05,1.2701365489711012,26.736444060933714,773.5320259372668,101.21019408266271,1.3311344238581881,28.25642213095095,False,-0.8311344238581881
M02,Smooth,4.5,3.25,1.1,1.3123381473013063,27.149623466047775,773.4207759929595,100.61122236612458,1.3733360221883932,28.66960153606501,False,-0.8733360221883932
M02,Smooth,4.5,3.25,1.15,1.354539745631511,27.562802871161832,773.3095260486524,100.01225064958645,1.4155376205185979,29.082780941179067,False,-0.9155376205185979
M02,Smooth,4.5,3.5,0.85,1.2082753741846797,26.21112920066854,790.4977797499729,103.54155915000555,1.2692732490717666,27.731107270685776,False,-0.7692732490717666
M02,Smooth,4.5,3.5,0.9,1.2500468814999472,26.617463848107587,790.1363253191973,102.95644492240848,1.3110447563870342,28.13744191812482,False,-0.8110447563870342
M02,Smooth,4.5,3.5,0.95,1.2918183888152148,27.023798495546632,789.7748708884218,102.3713306948114,1.3528162637023018,28.543776565563867,False,-0.8528162637023018
M02,Smooth,4.5,3.5,1.0,1.3335898961304824,27.430133142985675,789.4134164576461,101.78621646721435,1.3945877710175694,28.95011121300291,False,-0.8945877710175694
M02,Smooth,4.5,3.5,1.05,1.3753614034457498,27.83646779042472,789.0519620268706,101.20110223961727,1.4363592783328367,29.356445860441955,False,-0.9363592783328367
M02,Smooth,4.5,3.5,1.1,1.4171329107610173,28.242802437863766,788.6905075960949,100.6159880120202,1.4781307856481043,29.762780507881,False,-0.9781307856481043
M02,Smooth,4.5,3.5,1.15,1.4589044180762847,28.649137085302808,788.3290531653194,100.03087378442314,1.5199022929633716,30.169115155320043,False,-1.0199022929633716
M02,Smooth,4.75,1.5,0.85,0.4001899055778205,17.3841390603589,658.3300108644759,103.59397519508838,0.46118778046490744,18.904117130376136,True,0.03881221953509256
M02,Smooth,4.75,1.5,0.9,0.444719112940431,17.849376635507138,659.7410983096357,102.88304542385781,0.5057169878275178,19.369354705524373,False,-0.005716987827517839
M02,Smooth,4.75,1.5,0.95,0.48924832030304133,18.314614210655368,661.1521857547956,102.17211565262724,0.5502461951901282,19.834592280672602,False,-0.050246195190128184
M02,Smooth,4.75,1.5,1.0,0.5337775276656518,18.779851785803604,662.5632731999555,101.46118588139667,0.5947754025527386,20.29982985582084,False,-0.09477540255273864
M02,Smooth,4.75,1.5,1.05,0.5783067350282622,19.245089360951837,663.9743606451153,100.7502561101661,0.6393046099153491,20.765067430969072,False,-0.1393046099153491
M02,Smooth,4.75,1.5,1.1,0.6228359423908727,19.71032693610007,665.3854480902752,100.03932633893552,0.6838338172779596,21.230305006117305,False,-0.18383381727795955
M02,Smooth,4.75,1.5,1.15,0.6673651497534829,20.175564511248304,666.796535535435,99.32839656770497,0.7283630246405698,21.69554258126554,False,-0.2283630246405698
M02,Smooth,4.75,1.75,0.85,0.5108048827099448,18.5265691127822,674.9262364323133,103.53063314269328,0.5718027575970317,20.046547182799436,False,-0.0718027575970317
M02,Smooth,4.75,1.75,0.9,0.5549039990576179,18.984961930255423,676.0871193910048,102.83356086040376,0.6159018739447047,20.504940000272658,False,-0.11590187394470475
M02,Smooth,4.75,1.75,0.95,0.5990031154052907,19.44335474772864,677.2480023496962,102.13648857811425,0.6600009902923776,20.963332817745876,False,-0.16000099029237758
M02,Smooth,4.75,1.75,1.0,0.6431022317529637,19.901747565201862,678.4088853083878,101.43941629582476,0.7041001066400505,21.421725635219097,False,-0.20410010664005052
M02,Smooth,4.75,1.75,1.05,0.6872013481006367,20.36014038267508,679.5697682670792,100.74234401353525,0.7481992229877236,21.880118452692315,False,-0.24819922298772357
M02,Smooth,4.75,1.75,1.1,0.7313004644483097,20.818533200148302,680.7306512257707,100.04527173124573,0.7922983393353965,22.338511270165537,False,-0.2922983393353965
M02,Smooth,4.75,1.75,1.15,0.7753995807959824,21.27692601762152,681.8915341844622,99.34819944895624,0.8363974556830692,22.796904087638755,False,-0.3363974556830692
M02,Smooth,4.75,2.0,0.85,0.6214198598420693,19.668999165205502,691.5224620001508,103.46729109029818,0.6824177347291561,21.188977235222737,False,-0.18241773472915612
M02,Smooth,4.75,2.0,0.9,0.6650888851748048,20.12054722500371,692.4331404723738,102.78407629694972,0.7260867600618917,21.640525295020943,False,-0.22608676006189166
M02,Smooth,4.75,2.0,0.95,0.7087579105075401,20.572095284801915,693.3438189445969,102.10086150360128,0.769755785394627,22.09207335481915,False,-0.26975578539462697
M02,Smooth,4.75,2.0,1.0,0.7524269358402756,21.02364334460012,694.25449741682,101.41764671025284,0.8134248107273625,22.543621414617355,False,-0.3134248107273625
M02,Smooth,4.75,2.0,1.05,0.7960959611730112,21.475191404398327,695.1651758890431,100.73443191690438,0.857093836060098,22.99516947441556,False,-0.35709383606009804
M02,Smooth,4.75,2.0,1.1,0.8397649865057466,21.926739464196533,696.0758543612662,100.05121712355594,0.9007628613928335,23.446717534213768,False,-0.40076286139283346
M02,Smooth,4.75,2.0,1.15,0.8834340118384819,22.378287523994736,696.9865328334893,99.3680023302075,0.9444318867255688,23.89826559401197,False,-0.44443188672556877
M02,Smooth,4.75,2.25,0.85,0.7320348369741937,20.811429217628802,708.1186875679881,103.40394903790308,0.7930327118612805,22.331407287646037,False,-0.29303271186128055
M02,Smooth,4.75,2.25,0.9,0.7752737712919917,21.256132519751993,708.7791615537428,102.73459173349569,0.8362716461790786,22.776110589769228,False,-0.33627164617907856
M02,Smooth,4.75,2.25,0.95,0.8185127056097896,21.700835821875184,709.4396355394975,102.0652344290883,0.8795105804968765,23.22081389189242,False,-0.37951058049687647
M02,Smooth,4.75,2.25,1.0,0.8617516399275876,22.14553912399838,710.1001095252523,101.39587712468092,0.9227495148146745,23.665517194015614,False,-0.4227495148146745
M02,Smooth,4.75,2.25,1.05,0.9049905742453856,22.59024242612157,710.760583511007,100.72651982027354,0.9659884491324725,24.110220496138805,False,-0.4659884491324725
M02,Smooth,4.75,2.25,1.1,0.9482295085631836,23.034945728244764,711.4210574967617,100.05716251586615,1.0092273834502705,24.554923798262,False,-0.5092273834502705
M02,Smooth,4.75,2.25,1.15,0.9914684428809815,23.479649030367952,712.0815314825164,99.38780521145877,1.0524663177680684,24.999627100385187,False,-0.5524663177680684
M02,Smooth,4.75,2.5,0.85,0.842649814106318,21.9538592700521,724.7149131358256,103.34060698550796,0.9036476889934049,23.473837340069334,False,-0.40364768899340486
M02,Smooth,4.75,2.5,0.9,0.8854586574091786,22.39171781450028,725.1251826351119,102.68510717004165,0.9464565322962655,23.911695884517513,False,-0.4464565322962655
M02,Smooth,4.75,2.5,0.95,0.928267500712039,22.829576358948458,725.5354521343983,102.02960735457532,0.9892653755991259,24.349554428965693,False,-0.48926537559912586
M02,Smooth,4.75,2.5,1.0,0.9710763440148995,23.267434903396637,725.9457216336846,101.374107539109,1.0320742189019865,24.787412973413872,False,-0.5320742189019865
M02,Smooth,4.75,2.5,1.05,1.0138851873177601,23.705293447844813,726.3559911329709,100.71860772364268,1.074883062204847,25.225271517862048,False,-0.5748830622048471
M02,Smooth,4.75,2.5,1.1,1.0566940306206205,24.143151992292992,726.7662606322572,100.06310790817636,1.1176919055077075,25.663130062310227,False,-0.6176919055077075
M02,Smooth,4.75,2.5,1.15,1.099502873923481,24.58101053674117,727.1765301315436,99.40760809271003,1.1605007488105679,26.100988606758406,False,-0.6605007488105679
M02,Smooth,4.75,2.75,0.85,0.9532647912384424,23.0962893224754,741.311138703663,103.27726493311286,1.0142626661255294,24.616267392492635,False,-0.5142626661255294
M02,Smooth,4.75,2.75,0.9,0.9956435435263654,23.527303109248564,741.4712037164809,102.6356226065876,1.0566414184134523,25.0472811792658,False,-0.5566414184134523
M02,Smooth,4.75,2.75,0.95,1.0380222958142884,23.958316896021728,741.6312687292989,101.99398028006235,1.0990201707013754,25.478294966038963,False,-0.5990201707013754
M02,Smooth,4.75,2.75,1.0,1.0804010481022115,24.389330682794895,741.7913337421169,101.35233795353709,1.1413989229892985,25.90930875281213,False,-0.6413989229892985
M02,Smooth,4.75,2.75,1.05,1.1227798003901346,24.82034446956806,741.9513987549348,100.71069562701183,1.1837776752772216,26.340322539585294,False,-0.6837776752772216
M02,Smooth,4.75,2.75,1.1,1.1651585526780575,25.251358256341224,742.1114637677528,100.06905330048656,1.2261564275651444,26.77133632635846,False,-0.7261564275651444
M02,Smooth,4.75,2.75,1.15,1.2075373049659803,25.682372043114388,742.2715287805706,99.4274109739613,1.2685351798530673,27.202350113131622,False,-0.7685351798530673
M02,Smooth,4.75,3.0,0.85,1.0638797683705667,24.2387193748987,757.9073642715003,103.21392288071776,1.1248776432576537,25.758697444915935,False,-0.6248776432576537
M02,Smooth,4.75,3.0,0.9,1.1058284296435523,24.66288840399685,757.8172247978499,102.58613804313356,1.1668263045306393,26.182866474014084,False,-0.6668263045306393
M02,Smooth,4.75,3.0,0.95,1.147777090916538,25.087057433095,757.7270853241995,101.95835320554937,1.2087749658036249,26.607035503112236,False,-0.7087749658036249
M02,Smooth,4.75,3.0,1.0,1.1897257521895235,25.511226462193154,757.6369458505491,101.33056836796517,1.2507236270766104,27.03120453221039,False,-0.7507236270766104
M02,Smooth,4.75,3.0,1.05,1.2316744134625088,25.935395491291303,757.5468063768986,100.70278353038097,1.2926722883495958,27.455373561308537,False,-0.7926722883495958
M02,Smooth,4.75,3.0,1.1,1.2736230747354944,26.359564520389455,757.4566669032482,100.07499869279677,1.3346209496225814,27.87954259040669,False,-0.8346209496225814
M02,Smooth,4.75,3.0,1.15,1.3155717360084798,26.783733549487604,757.3665274295978,99.44721385521257,1.3765696108955667,28.30371161950484,False,-0.8765696108955667
M02,Smooth,4.75,3.25,0.85,1.1744947455026913,25.381149427322,774.5035898393378,103.15058082832266,1.2354926203897783,26.901127497339235,False,-0.7354926203897783
M02,Smooth,4.75,3.25,0.9,1.2160133157607393,25.798473698745138,774.163245879219,102.53665347967953,1.2770111906478263,27.318451768762372,False,-0.7770111906478263
M02,Smooth,4.75,3.25,0.95,1.2575318860187872,26.215797970168275,773.8229019191002,101.92272613103638,1.3185297609058741,27.73577604018551,False,-0.8185297609058741
M02,Smooth,4.75,3.25,1.0,1.2990504562768352,26.633122241591412,773.4825579589814,101.30879878239325,1.3600483311639222,28.153100311608647,False,-0.8600483311639222
M02,Smooth,4.75,3.25,1.05,1.3405690265348835,27.05044651301455,773.1422139988625,100.69487143375011,1.4015669014219705,28.570424583031784,False,-0.9015669014219705
M02,Smooth,4.75,3.25,1.1,1.3820875967929316,27.467770784437686,772.8018700387437,100.08094408510698,1.4430854716800185,28.98774885445492,False,-0.9430854716800185
M02,Smooth,4.75,3.25,1.15,1.4236061670509794,27.88509505586082,772.461526078625,99.46701673646385,1.4846040419380664,29.405073125878054,False,-0.9846040419380664
M02,Smooth,4.75,3.5,0.85,1.2851097226348156,26.523579479745298,791.0998154071752,103.08723877592756,1.3461075975219026,28.043557549762532,False,-0.8461075975219026
M02,Smooth,4.75,3.5,0.9,1.3261982018779261,26.934058993493423,790.5092669605881,102.48716891622549,1.387196076765013,28.454037063510658,False,-0.8871960767650131
M02,Smooth,4.75,3.5,0.95,1.3672866811210367,27.344538507241545,789.9187185140008,101.88709905652341,1.4282845560081237,28.86451657725878,False,-0.9282845560081237
M02,Smooth,4.75,3.5,1.0,1.4083751603641472,27.75501802098967,789.3281700674137,101.28702919682134,1.4693730352512342,29.274996091006905,False,-0.9693730352512342
M02,Smooth,4.75,3.5,1.05,1.4494636396072578,28.165497534737792,788.7376216208264,100.68695933711926,1.5104615144943447,29.685475604755027,False,-1.0104615144943447
M02,Smooth,4.75,3.5,1.1,1.4905521188503683,28.575977048485917,788.1470731742393,100.08688947741719,1.5515499937374553,30.095955118503152,False,-1.0515499937374553
M02,Smooth,4.75,3.5,1.15,1.5316405980934789,28.98645656223404,787.5565247276521,99.48681961771511,1.5926384729805658,30.506434632251274,False,-1.0926384729805658
M02,Smooth,5.0,1.5,0.85,0.44766618524615026,17.57637100157774,658.328274262797,103.13021684969374,0.5086640601332372,19.096349071594975,False,-0.008664060133237173
M02,Smooth,5.0,1.5,0.9,0.4915123645366038,18.045753443035053,659.5102676921452,102.40433144635816,0.5525102394236907,19.565731513052288,False,-0.05251023942369071
M02,Smooth,5.0,1.5,0.95,0.5353585438270572,18.515135884492366,660.6922611214935,101.67844604302259,0.596356418714144,20.0351139545096,False,-0.09635641871414402
M02,Smooth,5.0,1.5,1.0,0.5792047231175107,18.98451832594968,661.8742545508418,100.95256063968701,0.6402025980045976,20.504496395966914,False,-0.14020259800459756
M02,Smooth,5.0,1.5,1.05,0.6230509024079642,19.453900767406992,663.05624798019,100.22667523635144,0.6840487772950511,20.973878837424227,False,-0.1840487772950511
M02,Smooth,5.0,1.5,1.1,0.6668970816984177,19.923283208864305,664.2382414095383,99.50078983301586,0.7278949565855045,21.44326127888154,False,-0.22789495658550452
M02,Smooth,5.0,1.5,1.15,0.710743260988871,20.392665650321614,665.4202348388866,98.77490442968029,0.7717411358759578,21.91264372033885,False,-0.27174113587595783
M02,Smooth,5.0,1.75,0.85,0.5619509209760004,18.73382834623328,674.9999713629945,103.06805454371322,0.6229487958630873,20.253806416250516,False,-0.12294879586308727
M02,Smooth,5.0,1.75,0.9,0.6053670092515164,19.19636603001558,675.9317603058745,102.3560266293187,0.6663648841386033,20.716344100032813,False,-0.1663648841386033
M02,Smooth,5.0,1.75,0.95,0.6487830975270323,19.658903713797876,676.8635492487543,101.6439987149242,0.7097809724141192,21.17888178381511,False,-0.2097809724141192
M02,Smooth,5.0,1.75,1.0,0.6921991858025484,20.121441397580178,677.7953381916342,100.93197080052968,0.7531970606896352,21.641419467597412,False,-0.2531970606896352
M02,Smooth,5.0,1.75,1.05,0.7356152740780644,20.583979081362475,678.7271271345141,100.21994288613516,0.7966131489651512,22.10395715137971,False,-0.29661314896515123
M02,Smooth,5.0,1.75,1.1,0.7790313623535804,21.046516765144776,679.658916077394,99.50791497174065,0.8400292372406672,22.56649483516201,False,-0.34002923724066725
M02,Smooth,5.0,1.75,1.15,0.8224474506290962,21.50905444892707,680.5907050202738,98.79588705734614,0.883445325516183,23.029032518944305,False,-0.38344532551618304
M02,Smooth,5.0,2.0,0.85,0.6762356567058505,19.89128569088882,691.6716684631922,103.0058922377327,0.7372335315929374,21.411263760906056,False,-0.23723353159293736
M02,Smooth,5.0,2.0,0.9,0.7192216539664291,20.346978616996104,692.3532529196036,102.30772181227924,0.780219528853516,21.86695668701334,False,-0.280219528853516
M02,Smooth,5.0,2.0,0.95,0.7622076512270075,20.80267154310339,693.0348373760152,101.60955138682579,0.8232055261140944,22.322649613120625,False,-0.32320552611409437
M02,Smooth,5.0,2.0,1.0,0.8051936484875861,21.258364469210676,693.7164218324266,100.91138096137234,0.866191523374673,22.77834253922791,False,-0.366191523374673
M02,Smooth,5.0,2.0,1.05,0.8481796457481646,21.71405739531796,694.3980062888381,100.21321053591889,0.9091775206352515,23.234035465335193,False,-0.4091775206352515
M02,Smooth,5.0,2.0,1.1,0.8911656430087431,22.169750321425244,695.0795907452497,99.51504011046543,0.95216351789583,23.68972839144248,False,-0.45216351789583
M02,Smooth,5.0,2.0,1.15,0.9341516402693215,22.62544324753253,695.7611752016611,98.816869685012,0.9951495151564084,24.145421317549765,False,-0.49514951515640837
M02,Smooth,5.0,2.25,0.85,0.7905203924357007,21.04874303554436,708.3433655633897,102.94372993175217,0.8515182673227876,22.568721105561593,False,-0.35151826732278757
M02,Smooth,5.0,2.25,0.9,0.8330762986813417,21.49759120397663,708.7747455333329,102.25941699523977,0.8940741735684286,23.017569273993864,False,-0.39407417356842855
M02,Smooth,5.0,2.25,0.95,0.8756322049269827,21.9464393724089,709.206125503276,101.57510405872739,0.9366300798140695,23.466417442426135,False,-0.43663007981406954
M02,Smooth,5.0,2.25,1.0,0.9181881111726238,22.395287540841174,709.6375054732191,100.890791122215,0.9791859860597106,23.91526561085841,False,-0.47918598605971063
M02,Smooth,5.0,2.25,1.05,0.9607440174182648,22.844135709273445,710.0688854431622,100.20647818570262,1.0217418923053516,24.36411377929068,False,-0.5217418923053516
M02,Smooth,5.0,2.25,1.1,1.003299923663906,23.292983877705716,710.5002654131054,99.52216524919022,1.064297798550993,24.81296194772295,False,-0.5642977985509929
M02,Smooth,5.0,2.25,1.15,1.0458558299095468,23.741832046137986,710.9316453830484,98.83785231267784,1.1068537047966338,25.26181011615522,False,-0.6068537047966338
M02,Smooth,5.0,2.5,0.85,0.9048051281655508,22.2062003801999,725.0150626635873,102.88156762577165,0.9658030030526377,23.726178450217134,False,-0.46580300305263767
M02,Smooth,5.0,2.5,0.9,0.9469309433962544,22.648203790957155,725.196238147062,102.21111217820032,1.0079288182833412,24.16818186097439,False,-0.5079288182833412
M02,Smooth,5.0,2.5,0.95,0.9890567586269579,23.090207201714414,725.3774136305367,101.540656730629,1.0500546335140448,24.61018527173165,False,-0.5500546335140448
M02,Smooth,5.0,2.5,1.0,1.0311825738576614,23.53221061247167,725.5585891140115,100.87020128305767,1.0921804487447484,25.052188682488904,False,-0.5921804487447484
M02,Smooth,5.0,2.5,1.05,1.073308389088365,23.974214023228928,725.7397645974862,100.19974583548634,1.134306263975452,25.494192093246163,False,-0.634306263975452
M02,Smooth,5.0,2.5,1.1,1.1154342043190686,24.416217433986187,725.9209400809609,99.52929038791501,1.1764320792061556,25.93619550400342,False,-0.6764320792061556
M02,Smooth,5.0,2.5,1.15,1.157560019549772,24.858220844743443,726.1021155644357,98.85883494034368,1.218557894436859,26.378198914760677,False,-0.7185578944368589
M02,Smooth,5.0,2.75,0.85,1.019089863895401,23.363657724855436,741.6867597637848,102.81940531979113,1.0800877387824879,24.88363579487267,False,-0.5800877387824879
M02,Smooth,5.0,2.75,0.9,1.060785588111167,23.79881637793768,741.6177307607912,102.16280736116086,1.121783462998254,25.318794447954915,False,-0.6217834629982539
M02,Smooth,5.0,2.75,0.95,1.102481312326933,24.233975031019924,741.5487017577975,101.5062094025306,1.16347918721402,25.75395310103716,False,-0.66347918721402
M02,Smooth,5.0,2.75,1.0,1.144177036542699,24.669133684102167,741.4796727548039,100.84961144390033,1.205174911429786,26.189111754119402,False,-0.705174911429786
M02,Smooth,5.0,2.75,1.05,1.1858727607584651,25.10429233718441,741.4106437518102,100.19301348527007,1.2468706356455521,26.624270407201646,False,-0.7468706356455521
M02,Smooth,5.0,2.75,1.1,1.2275684849742312,25.539450990266655,741.3416147488166,99.5364155266398,1.2885663598613182,27.05942906028389,False,-0.7885663598613182
M02,Smooth,5.0,2.75,1.15,1.2692642091899973,25.9746096433489,741.272585745823,98.87981756800954,1.3302620840770842,27.494587713366133,False,-0.8302620840770842
