shot_id,timestamp,lot,wafer,equipment,chamber,emc_lot,floor_time_h,viscosity_index,vent_pm_age,pm_event,pump_down_time_s,vacuum_base_kpa_abs,center_temp_c,edge_temp_c,zone_range_c,closing_speed_mm_s,gel_time_s,fill_time_s,process_margin_s,film_tension_delta_n,cycle_time_s,warpage_um
S014,2026-03-03 10:00:00,L03,W02,EQ01,EQ01_C1,M02,14.933301088901173,1.012037953425657,4,0,5.243290260524511,4.562788668880798,173.40570134559295,174.5697326077086,1.4542469993248783,1.0,25.723887718822528,8.248151813702627,12.23244564459539,-0.3137926366874473,102.34016247815413,834.9195912091144
S015,2026-03-03 12:00:00,L03,W03,EQ01,EQ01_C2,M03,19.804630177029733,1.1452382306651387,5,0,5.803687193183894,5.189736444348242,172.86515318502558,173.41931264601055,1.6681998694276345,1.15,25.591996663284696,8.615952922660554,11.172356547440248,0.15350301938892139,103.30945690042813,797.374713504655
S016,2026-03-03 14:00:00,L03,W04,EQ02,EQ02_C1,M04,10.485865294252104,1.0445769076192177,4,0,5.374875101289192,4.500549358974835,173.2154101757074,173.83412029592938,1.4909702334983344,0.85,26.290525570902396,8.543307630476871,12.372342839136333,-0.0010393167426037157,104.75366603832155,804.8700891598006
S017,2026-03-03 16:00:00,L03,W05,EQ02,EQ02_C2,M01,19.510170970598487,0.9771108727444916,4,0,6.475041357073992,5.586246316422265,172.7974278814894,173.54207958348442,2.5272655141106966,1.0,27.613984603947586,8.108443490977965,13.03049975589563,0.17479915646557787,103.46887543157318,826.5858537654634
S018,2026-03-03 18:00:00,L03,W06,EQ01,EQ01_C1,M02,11.220320167310799,1.0123866213041726,5,0,5.799310256787987,4.626489979878525,173.6628900486119,174.67198882411535,1.630996369651251,1.15,25.57561620503275,8.084546485216691,11.69175946302807,-0.3936485406309511,102.7060269121423,775.9539077407456
S019,2026-03-03 20:00:00,L04,W01,EQ02,EQ02_C1,M02,13.949515671075634,1.0073382169690812,5,0,5.427672245720606,4.7401806602484715,173.25462063722296,173.90179798343814,1.5645247160280777,0.85,26.69239292401469,8.394352867876325,12.870367810417758,-0.02159052338232226,104.5059871778223,835.9791976575193
S020,2026-03-03 22:00:00,L04,W02,EQ02,EQ02_C2,M03,19.662300040062533,1.1460530805950713,5,0,6.761311120659658,5.332068828002637,172.99789994754957,174.5270837354278,2.7363410862717576,1.0,23.985728583629697,8.784212322380284,8.440205140589754,-0.10580816713294232,103.73848252600351,876.5113010737906
S021,2026-03-04 00:00:00,L04,W03,EQ01,EQ01_C1,M04,14.119252308851355,1.0449288912535153,6,0,5.535001336175732,4.7257557329179525,173.7045483837227,174.71371946454698,1.8939776469514373,1.15,25.015106776406874,8.21471556501406,11.265389875217082,-0.05790854086650798,103.77080805410459,809.3380548505089
S022,2026-03-04 02:00:00,L04,W04,EQ01,EQ01_C2,M01,5.93576745488328,0.9772690831064543,6,0,6.007736185206119,4.662661695068714,172.96979624899203,173.73637332435055,1.7551340604206869,0.85,27.332258679691698,8.274076332425818,13.05044616205976,0.014308487386664154,105.89955859121436,794.0765656248884
S023,2026-03-04 04:00:00,L04,W05,EQ02,EQ02_C1,M02,11.905058858331097,0.9706549363906554,6,0,5.988391034053924,5.082306788073852,172.25786559650487,173.22406852006682,2.026850268273925,1.0,27.675100645903107,8.08261974556262,13.60408986628656,-0.29301809191949824,103.79520409984502,736.1501072713818
S024,2026-03-04 06:00:00,L04,W06,EQ02,EQ02_C2,M03,9.383779343082715,1.1053331309636663,6,0,6.582878134262831,5.649257134789532,173.48231906484506,174.9074080211914,2.4255261599537534,1.15,23.434258369272467,8.456332523854666,8.39504771115497,0.4467543463180177,105.41632963819477,874.1486942573551
S025,2026-03-04 08:00:00,L05,W01,EQ01,EQ01_C2,M03,18.814374212411728,1.120267423989053,7,0,6.063054861711747,5.018105062979288,172.96451666456167,174.30824445087387,2.1629380563984313,0.85,24.303045546232884,8.84606969595621,9.393920988564929,0.21986397566585197,104.59488603082836,825.1865068106537
S026,2026-03-04 10:00:00,L05,W02,EQ02,EQ02_C1,M04,15.686759972592906,1.0483952581311473,7,0,5.621581410077528,5.108521250590615,174.2650724051694,175.4767163457947,2.1793791224845487,1.0,23.908761298597685,8.393581032524589,9.893598855995569,-0.266440349690906,101.72127776926718,824.9323099142183
S027,2026-03-04 12:00:00,L05,W03,EQ02,EQ02_C2,M01,8.1957256401747,0.9803715660336106,7,0,6.336110190064636,5.662813853647834,172.70079786767002,174.42489592909342,2.878793810187485,1.15,26.333900902814534,7.956486264134441,12.041304448615456,-0.13969621058100945,104.61127191094778,764.2077268353141
S028,2026-03-04 14:00:00,L05,W04,EQ01,EQ01_C1,M02,11.227137770743301,1.0024780683992127,7,0,5.759527236705271,4.824601749519878,172.7167617712702,173.56040235928842,1.5667093783713084,0.85,27.187416579031794,8.374912273596848,13.052977068729675,0.5020800862592437,103.43918000683853,774.5910191808234
S029,2026-03-04 16:00:00,L05,W05,EQ01,EQ01_C2,M03,8.635191099315058,1.1332080695744442,8,0,6.406968465476186,5.2174407356193075,172.1673695606027,172.7094775295198,1.6577529372367206,1.0,26.621257582196286,8.732832278297776,11.481456838422323,0.8754056234047505,106.10963416474776,960.3340156066956
S030,2026-03-04 18:00:00,L05,W06,EQ02,EQ02_C1,M04,7.061425739797816,1.0480731266677417,8,0,5.906056393396493,5.154355178041729,173.2060664228979,174.32604349390544,1.7980431157129049,1.15,25.577236933837106,8.227292506670967,11.443888033769646,-0.24096111420256688,105.09356218838775,804.0553982985588
S031,2026-03-04 20:00:00,L06,W01,EQ01,EQ01_C1,M04,11.9029084612146,1.0307484835052996,8,0,5.830420853963776,4.91491807821782,172.83492375095372,174.04647154051537,1.8123823219368096,0.85,25.982616266252712,8.487993934021198,11.664201478267739,-0.42291233362276764,103.26291452410798,782.7183987009624
S032,2026-03-04 22:00:00,L06,W02,EQ01,EQ01_C2,M01,10.8746026698363,0.9919615068855606,9,0,6.415365316874113,5.013467483431279,172.53512398989815,173.55169013538716,2.0526904217300763,1.0,27.600049303688614,8.167846027542241,13.01683795927226,0.6646290412607005,103.7417524578185,833.2570379692228
S033,2026-03-05 00:00:00,L06,W03,EQ02,EQ02_C1,M02,18.7572202853649,1.0081918199206743,9,0,6.211220112991103,5.509848923912948,172.65820287396133,173.9279951653076,2.14888723817034,1.15,26.65440701030397,8.067767279682698,12.375419617630168,-0.3726802623933916,103.81616535485884,866.530433140808
S034,2026-03-05 02:00:00,L06,W04,EQ02,EQ02_C2,M03,20.677807546766903,1.1550098783395448,8,0,6.6350895835411885,5.950213383081483,172.93384517257763,174.54446703637055,3.149685850494569,0.85,23.948661165194284,8.985039513358178,8.328532068294919,-0.3585404336439103,105.05630130500954,920.0562544542408
S035,2026-03-05 04:00:00,L06,W05,EQ01,EQ01_C1,M04,20.969207937088466,1.1041684117561088,9,0,5.94085493170396,5.217057984597992,172.80282664463442,173.64554459124145,1.8428999413234735,1.0,26.546999203800855,8.616673647024435,11.98947062507246,0.029943847494048905,104.47104806467732,881.9704468371576
S036,2026-03-05 06:00:00,L06,W06,EQ01,EQ01_C2,M01,13.095329081723007,0.9769161007295883,10,0,6.302933158567682,4.907153218934145,173.24268612364128,174.55100270383724,2.103752643961098,1.15,26.151046079436,7.942664402918353,11.905448517949964,0.16484298984257723,103.28934719319928,758.4003540603723
S037,2026-03-05 08:00:00,L07,W01,EQ02,EQ02_C2,M01,11.785962139179336,0.9985788341125016,9,0,7.1508703179239,5.820344762357265,173.14089362235887,174.5809866567345,2.8789863677407923,0.85,26.10756934773498,8.359315336450006,10.597383693361074,0.8490964405020573,106.6288503973867,838.2266899760629
S038,2026-03-05 10:00:00,L07,W02,EQ01,EQ01_C1,M02,6.233968630164832,1.0276451319039945,10,0,5.978314927900587,5.33411983791459,173.36496732974368,174.49949455648004,2.2572347259647665,1.0,25.825732893103936,8.310580527615977,11.536837437587371,-0.30552896098448057,103.39756028603394,809.1901894293627
S039,2026-03-05 12:00:00,L07,W03,EQ01,EQ01_C2,M03,21.023132205334285,1.1140941600722014,11,0,5.948755011478464,5.500247122654307,173.3814099969429,174.54145338654013,1.8554063630490127,1.15,23.946987775923464,8.491376640288806,9.506856124156194,0.11339412977894475,105.13534279664802,795.2247135366621
S040,2026-03-05 14:00:00,L07,W04,EQ02,EQ02_C1,M04,4.576254449715388,1.0344053994075386,10,0,5.975571326940777,5.193366137177129,173.22455692927375,174.2263961083245,1.8258741515170125,0.85,25.721725642929464,8.502621597630153,11.243532718358534,-0.09503055896474868,104.7040676036907,843.5659382379486
S041,2026-03-05 16:00:00,L07,W05,EQ02,EQ02_C2,M01,11.204495876177537,1.019535844445044,10,0,6.878963758423286,5.899750089931037,173.0742265378523,174.52884299095706,3.19524146497583,1.0,26.18317766311226,8.278143377780175,11.0260705269088,-0.23058867298788852,105.51379916543233,848.5670391594574
S042,2026-03-05 18:00:00,L07,W06,EQ01,EQ01_C1,M02,4.447146841814464,1.0339572784735047,11,0,6.558347667620341,5.593281531161712,172.94106868591118,174.10826855912407,2.2426059097387134,1.15,26.393010589270098,8.170829113894019,11.66383380775574,-0.059493806753025055,104.8879148555406,884.5375192950571
S043,2026-03-05 20:00:00,L08,W01,EQ02,EQ02_C1,M02,6.4935906054343056,0.9851186208256751,11,0,5.888400091029909,5.4555900013530705,172.5211106963306,173.98590040409107,2.5614497448167737,0.85,26.57044441406795,8.3054744833027,12.376569839735343,0.09860897947825581,104.8330842261723,828.6881603523514
S044,2026-03-05 22:00:00,L08,W02,EQ02,EQ02_C2,M03,30.95671422509499,1.411061457186537,11,0,7.2558435528086385,6.317054276459079,173.48023738614424,175.55515209018694,3.235685932418019,1.0,22.30328697028978,9.844245828746146,5.203197588734994,0.15559443876581036,105.60325138901172,890.1071796075919
S045,2026-03-06 00:00:00,L08,W03,EQ01,EQ01_C1,M04,12.395946846192276,1.028762894680346,12,0,6.218225263863656,5.525763598101687,172.87549525489248,174.10177078141777,2.367655482733333,1.15,25.902432366944232,8.150051578721385,11.534155524359193,-0.03911490180067119,103.49493126160807,849.647841140594
S046,2026-03-06 02:00:00,L08,W04,EQ01,EQ01_C2,M01,10.327241195367463,0.9530204433338662,12,0,5.965633448490612,5.334180203671117,172.46198712091854,173.4256750335641,1.9921695834607485,0.85,27.782771201332068,8.177081773335463,13.640055979505991,0.019259174503924503,104.73060048468695,854.823395610212
S047,2026-03-06 04:00:00,L08,W05,EQ02,EQ02_C1,M02,20.841491305867656,1.037470109421822,12,0,6.2108089712991275,5.5895266432367405,173.43268291522193,174.4665236580505,1.9631330117271668,1.0,25.858814597974085,8.349880437687286,11.298125188987672,0.06143124636668417,104.74772824210903,839.071292159496
S048,2026-03-06 06:00:00,L08,W06,EQ02,EQ02_C2,M03,29.735110352124984,1.3832110086208627,12,0,7.171791262372305,6.217947280593098,173.76816047805343,175.7109898384868,3.413862807685298,1.15,22.098700303031958,9.56784403448345,5.359065006176202,0.06960015083323762,105.36038397669395,927.4241913856225
S049,2026-03-06 08:00:00,L09,W01,EQ01,EQ01_C2,M03,21.52849473181,1.1767632713914984,13,0,6.32657177747049,5.573498055358364,173.37206243046893,174.5404337927724,2.1038894949032487,0.85,23.93962234267334,9.072053085565994,8.540997479636854,0.35464644880703133,105.04846500235469,849.9403786823553
S050,2026-03-06 10:00:00,L09,W02,EQ02,EQ02_C1,M04,13.151293732475384,1.0318776437035135,13,0,6.087418641088139,5.485187325897987,172.98497764178106,173.89912326783588,2.050294808147231,1.0,26.196271261637982,8.327510574814053,11.78134204573579,0.24214507222927106,104.46484381295258,829.782135992434
S051,2026-03-06 12:00:00,L09,W03,EQ02,EQ02_C2,M01,2.0,0.9741333716541495,13,0,6.840506747528246,6.3461942372975395,172.92325270821857,174.77356078285976,3.4222179964369213,1.15,25.828336864853345,7.931533486616597,11.056296630708502,0.16241113688095618,104.70050062984033,886.6104861104347
S052,2026-03-06 14:00:00,L09,W04,EQ01,EQ01_C1,M02,7.969772981398114,1.003800798873503,13,0,5.9587891092840515,5.576444214544911,173.01575359871308,174.30661560339144,2.3465422858663754,0.85,26.105407375082418,8.380203195494012,11.766415070304355,-0.12016200054017656,106.25058192461847,853.8962935588559
S053,2026-03-06 16:00:00,L09,W05,EQ01,EQ01_C2,M03,21.51121645019136,1.174372764956158,14,0,6.591121172389677,5.877832651179717,173.12960001766245,174.4691859509791,2.2871579182571273,1.0,24.04323408320196,8.897491059824631,8.554621850987651,0.5984207571677593,106.51229377814002,920.5842123834246
S054,2026-03-06 18:00:00,L09,W06,EQ02,EQ02_C1,M04,12.45033098918297,1.0208170995875578,14,0,6.4714667571798055,5.476583365310124,173.66744857877794,175.13466981056393,2.496058357006071,1.15,24.404728774682294,8.118268398350232,9.814993619152258,-0.12723568905173918,104.55330290423923,734.2238418690154
S055,2026-03-06 20:00:00,L10,W01,EQ01,EQ01_C1,M04,8.130916583442998,1.067630437398537,14,0,6.235335584307293,5.746799368505334,173.8517420576319,174.85434835885945,2.5137594279146085,0.85,24.81119487965379,8.635521749594147,9.94033754575235,-0.1489344921401143,105.52468667230285,710.7574523148378
S056,2026-03-06 22:00:00,L10,W02,EQ01,EQ01_C2,M01,6.545903579799635,0.9977850565768963,1,1,5.782877530970932,4.285742450049808,172.85299002330453,173.92976117563444,1.7731389958392365,1.0,27.051846295330062,8.191140226307585,13.077828538051545,0.7533969309743996,104.40666205728267,800.3358020065934
S057,2026-03-07 00:00:00,L10,W03,EQ02,EQ02_C1,M02,12.049235368897023,0.9759113369885002,1,1,5.3336182806358625,4.4531173074563055,173.10110736466493,174.06034510670605,1.6534004470210164,1.15,26.462499595276224,7.938645347954,13.190235966686359,0.24700056597647202,104.40262487898214,817.6062879140936
S058,2026-03-07 02:00:00,L10,W04,EQ02,EQ02_C2,M03,22.102764721233083,1.1868854028910276,14,0,7.4262188466055745,6.5926833599214625,173.08816498122832,174.61339115655346,3.4488002935688735,0.85,23.8237844403759,9.112541611564108,7.285023982206216,-0.06495513503490202,105.52956816820866,878.9908169037774
S059,2026-03-07 04:00:00,L10,W05,EQ01,EQ01_C1,M04,7.726390665101208,1.0118253823469183,1,1,5.140049814442631,4.474974888278892,172.96513447192066,173.73966122934428,1.643106948691654,1.0,26.427491217450797,8.247301529387673,13.040139873620493,0.0014787151807132825,104.48909961395098,741.5653283725663
S060,2026-03-07 06:00:00,L10,W06,EQ01,EQ01_C2,M01,11.447879763535706,0.9749170269916435,2,0,5.425242837624084,4.075868810896546,173.01076349873236,173.87277461336538,1.553004464822732,1.15,27.1344768106202,7.934668107966574,13.774565865029544,-0.1936072057786144,103.28773235658085,842.7093273521014
S061,2026-03-07 08:00:00,L11,W01,EQ02,EQ02_C2,M01,9.551221843659405,1.0097266438740788,1,1,6.231474437267303,4.747642727202331,172.94994409090748,174.4687517676842,2.57594993466422,0.85,26.270309936857892,8.403906575496315,11.634928924094275,-0.03300790179649603,105.65155725780029,800.8410448344446
S062,2026-03-07 10:00:00,L11,W02,EQ01,EQ01_C1,M02,5.751027828051611,1.000680403706597,2,0,5.293464825141538,4.207107966888902,173.75425369785648,174.38516530087705,0.9424007784530861,1.0,25.99151031372828,8.202721614826388,12.495323873760356,0.25311445185950887,103.9284369883437,807.8303659891344
S063,2026-03-07 12:00:00,L11,W03,EQ01,EQ01_C2,M03,23.05912815735043,1.1972580640098216,3,0,5.509471780152056,5.144719543585222,173.41508846540583,174.25278708746197,1.076006532271697,1.15,24.32992398042651,8.824032256039287,9.996419944235166,0.5971855952239201,103.1094871290046,800.519222572743
S064,2026-03-07 14:00:00,L11,W04,EQ02,EQ02_C1,M04,4.927970893330276,1.0428676769053213,2,0,5.115711765884497,4.3804852209141565,173.45506568545602,174.60003318052188,1.7640256447743792,0.85,25.17995188824328,8.536470707621284,11.527769414737499,0.24124084957917213,105.65945956172075,796.5044226103554
S065,2026-03-07 16:00:00,L11,W05,EQ02,EQ02_C2,M01,15.069710208712715,0.9763279891004893,2,0,6.154578837546556,5.059454669238315,173.82186320803427,175.2368582579097,2.542507486113279,1.0,25.15655552603095,8.105311956401957,10.896664732082437,0.08336700136835902,103.85414459656232,848.197255985585
S066,2026-03-07 18:00:00,L11,W06,EQ01,EQ01_C1,M02,2.0,0.9979894255563005,3,0,5.245128872685229,4.5954386028090575,173.38526918303023,174.52298573348756,1.9833558725848344,1.15,25.79167068644304,8.026957702225202,12.51958411153261,0.04992967761865019,103.23726164623396,835.6601279717785
S067,2026-03-07 20:00:00,L12,W01,EQ02,EQ02_C1,M02,16.852390919405185,1.0094600308056383,3,0,5.433768243009531,4.416277594922955,173.00115360906082,173.63868441477206,1.3874030228908663,0.85,27.073907598580515,8.402840123222553,13.23729923234843,0.1975390827805039,102.40089337411824,805.0576027332239
S068,2026-03-07 22:00:00,L12,W02,EQ02,EQ02_C2,M03,15.380644821528222,1.1368125167810108,3,0,5.99065833558243,5.168082536668161,173.17083464429828,174.8734821401749,3.074693363666671,1.0,23.483450896746394,8.747250067124043,8.74554249403992,0.20779687243479184,103.19205256086164,921.4183294775544
S069,2026-03-08 00:00:00,L12,W03,EQ01,EQ01_C1,M04,7.833963935687837,1.019984117758446,4,0,5.616899688707265,4.903885814689356,173.19682670355448,173.97308179243896,1.438923112275667,1.15,26.089031400963506,8.114936471033785,12.357195241222458,-0.07465752531490617,103.54326591704212,719.4773385121982
S070,2026-03-08 02:00:00,L12,W04,EQ01,EQ01_C2,M01,15.94976244243759,0.9764246848115696,4,0,5.747233252649759,4.589446150752025,173.65911821574224,174.76554041574616,1.9693289616509912,0.85,25.83996639716807,8.270698739246278,11.822034405272031,0.4040012979935501,103.2040136857604,782.8275968375317
S071,2026-03-08 04:00:00,L12,W05,EQ02,EQ02_C1,M02,3.41110754152977,1.0114582937920678,4,0,5.690672366919354,4.903194348157065,173.08492650912683,174.01494714232908,1.504776165917797,1.0,26.528326643622837,8.24583317516827,12.591821101535212,-0.13962233081770042,104.64382997103256,778.654996295818
S072,2026-03-08 06:00:00,L12,W06,EQ02,EQ02_C2,M03,19.112982284967295,1.1196360777559238,4,0,6.560789026584033,5.123078393691687,172.12698206857317,173.50110183687312,2.9255376718249466,1.15,25.473402336533976,8.513544311023695,10.399068998926248,-0.20146573364481765,104.74247328571937,884.0422434117921
