x_mm,y_mm,radius_mm,die_id,radial_norm,edge_distance_mm,theta_rad,void_area_ratio_pct,void_flag,dx_um,dy_um,rotation_mdeg,shot_id
14.0,-112.0,112.8716084761797,D023,0.7784248860426186,32.1283915238203,-1.446441332248135,0.10694841724731544,0,5.1495186570997395,-4.200212095366126,2.6777188435316757,S001
28.0,-112.0,115.44695751729449,D024,0.7961859139123758,29.553042482705507,-1.3258176636680326,0.20213637893719277,0,6.941704506807573,-5.477094302324845,-10.178828511579004,S001
42.0,-112.0,119.61605243444544,D025,0.8249382926513479,25.383947565554564,-1.2120256565243244,0.18135950875607662,0,7.079035424872482,-2.7330664440385757,-16.25236636030634,S001
56.0,-112.0,125.21980673998823,D026,0.8635848740688843,19.78019326001177,-1.1071487177940904,0.3239039668544944,0,13.769548795719214,-10.073796977059885,-1.942964875142877,S001
70.0,-112.0,132.07573584879245,D027,0.9108671437847755,12.924264151207552,-1.0121970114513341,0.7287790055281116,0,13.720060033456805,-5.501931140470221,-5.210887303444265,S001
84.0,-112.0,140.0,D028,0.9655172413793104,5.0,-0.9272952180016122,1.0475509619650554,1,20.2629033859475,-9.678523549975933,10.760546200436695,S001
-98.0,-98.0,138.59292911256333,D029,0.9558133042245747,6.407070887436674,-2.356194490192345,1.252603692768674,1,-11.499292517339189,-3.869168467930362,-8.507056226091605,S001
-84.0,-98.0,129.07362240210043,D030,0.8901629131179339,15.926377597899574,-2.279422598922567,0.6394253848329527,0,-5.263793420949542,-4.935028607860032,6.301560788237521,S001
-70.0,-98.0,120.43255373859678,D031,0.8305693361282537,24.56744626140322,-2.191045812777718,0.27256366345087546,0,-1.4680523793495013,-0.51086345603676,-10.727346713968341,S001
-56.0,-98.0,112.8716084761797,D032,0.7784248860426186,32.1283915238203,-2.0899424410414196,0.21842283473688917,0,4.211873136121304,-1.7741286263150267,10.20731639862134,S001
-42.0,-98.0,106.62082348209472,D033,0.7353160240144464,38.37917651790528,-1.97568811307998,0.12046202351987736,0,-0.8597055435850471,-1.575184665794106,-10.318059478479228,S001
-28.0,-98.0,101.92153844992725,D034,0.7029071617236362,43.078461550072745,-1.849095985800008,0.07320653763043292,0,5.286115120671741,-1.2656605507354468,9.13612663251643,S001
-14.0,-98.0,98.99494936611666,D035,0.682723788731839,46.00505063388334,-1.7126933813990606,0.04616417036021292,0,7.2688604197082345,-8.199261346080727,-11.244346530428233,S001
0.0,-98.0,98.0,D036,0.6758620689655173,47.0,-1.5707963267948966,0.11172570594542977,0,2.15975692216846,-2.2521936573720738,-3.397671859642692,S001
14.0,-98.0,98.99494936611666,D037,0.682723788731839,46.00505063388334,-1.4288992721907328,0.04898983474631957,0,-0.5014676963944718,-4.393128249309473,5.749935078168555,S001
28.0,-98.0,101.92153844992725,D038,0.7029071617236362,43.078461550072745,-1.2924966677897853,0.07314647679833515,0,7.324741600252509,2.5842752534952043,-5.618967660870761,S001
42.0,-98.0,106.62082348209472,D039,0.7353160240144464,38.37917651790528,-1.1659045405098132,0.07584508162193082,0,4.25512385705995,0.608984437790413,-5.689655389983195,S001
56.0,-98.0,112.8716084761797,D040,0.7784248860426186,32.1283915238203,-1.0516502125483738,0.13431734001236173,0,12.653134984302055,-5.298337005350186,-0.33280114118679965,S001
70.0,-98.0,120.43255373859678,D041,0.8305693361282537,24.56744626140322,-0.9505468408120752,0.2485568465156902,0,11.621525790837882,-1.9558578804201083,7.214535688319305,S001
84.0,-98.0,129.07362240210043,D042,0.8901629131179339,15.926377597899574,-0.8621700546672264,0.5415653388469155,0,21.728539580287798,-5.373473256374712,-24.745230627845196,S001
98.0,-98.0,138.59292911256333,D043,0.9558133042245747,6.407070887436674,-0.7853981633974483,0.9895170405930387,0,31.118314076675205,-8.119889453799033,-0.9065191891232884,S001
-112.0,-84.0,140.0,D044,0.9655172413793104,5.0,-2.498091544796509,1.2649433280762432,1,-23.925784999817388,-11.164198365769646,-2.709970538634195,S001
-98.0,-84.0,129.07362240210043,D045,0.8901629131179339,15.926377597899574,-2.432966381462123,0.5253913290223347,0,-11.282199069713265,-7.060945790437467,-12.707181391477699,S001
-84.0,-84.0,118.79393923933998,D046,0.8192685464782068,26.206060760660023,-2.356194490192345,0.21934836940568736,0,-4.527113022363917,-0.3327412722385712,-8.217001630198057,S001
-70.0,-84.0,109.34349546269316,D047,0.7540930721565046,35.656504537306844,-2.2655346029916,0.25778032014154384,0,-1.972778072770479,0.3670772676835896,4.722830091280258,S001
-56.0,-84.0,100.9554357129917,D048,0.696244384227529,44.0445642870083,-2.158798930342464,0.12594627252055057,0,5.4624036187714005,1.700769534367741,-4.609009618667136,S001
-42.0,-84.0,93.91485505499116,D049,0.6476886555516632,51.085144945008835,-2.0344439357957027,0.21860415622847726,0,3.4547768022413154,5.7843071542989595,1.169080684597596,S001
-28.0,-84.0,88.54377448471462,D050,0.6106467205842387,56.45622551528538,-1.892546881191539,0.298492945715079,0,1.3064285180820976,-1.657421084192497,10.257696919192304,S001
-14.0,-84.0,85.15867542417507,D051,0.587301209821897,59.84132457582493,-1.7359450042095235,0.12767873605932478,0,7.809751458105886,-4.299127534695017,0.30824397993006564,S001
0.0,-84.0,84.0,D052,0.5793103448275863,61.0,-1.5707963267948966,0.10145917071911523,0,2.5633132817192705,1.5020200835108697,-6.983923271641439,S001
14.0,-84.0,85.15867542417507,D053,0.587301209821897,59.84132457582493,-1.4056476493802699,0.31669061141572835,0,6.498481544230374,-1.6147021282894638,-4.301959724864596,S001
28.0,-84.0,88.54377448471462,D054,0.6106467205842387,56.45622551528538,-1.2490457723982544,0.0631891505423139,0,6.060776856572968,-0.2771390135431125,3.6221459187654714,S001
42.0,-84.0,93.91485505499116,D055,0.6476886555516632,51.085144945008835,-1.1071487177940904,0.17789192697369793,0,8.544147687934338,5.848253934771225,-2.150184803960392,S001
56.0,-84.0,100.9554357129917,D056,0.696244384227529,44.0445642870083,-0.982793723247329,0.22996248823244406,0,10.581517711474474,7.801606871316782,5.4153794427106945,S001
70.0,-84.0,109.34349546269316,D057,0.7540930721565046,35.656504537306844,-0.8760580505981934,0.05635259866122244,0,8.102873697795706,-2.6127865864597277,1.6050758598192922,S001
84.0,-84.0,118.79393923933998,D058,0.8192685464782068,26.206060760660023,-0.7853981633974483,0.2656719997401009,0,12.392268582628429,0.0571721511565042,-15.422511541322823,S001
98.0,-84.0,129.07362240210043,D059,0.8901629131179339,15.926377597899574,-0.7086262721276703,0.5451256642481597,0,12.502235161965276,-5.883930737864294,7.747029162515109,S001
112.0,-84.0,140.0,D060,0.9655172413793104,5.0,-0.6435011087932844,1.173373957939848,1,29.935476866673937,-6.038730238274284,21.248112829759364,S001
-126.0,-70.0,144.138821973818,D061,0.9940608411987449,0.8611780261819888,-2.6344941491974563,1.533886480367646,1,-26.41151713800639,-1.337866324130387,19.50352073344311,S001
-112.0,-70.0,132.07573584879245,D062,0.9108671437847755,12.924264151207552,-2.5829933382462307,0.6863881844010957,0,-5.007567926361869,2.4071100521664817,-1.34074779431901,S001
-98.0,-70.0,120.43255373859678,D063,0.8305693361282537,24.56744626140322,-2.5213431676069717,0.3568842157311427,0,-3.7333726099151354,0.8869261496690259,-4.9005450871792124,S001
-84.0,-70.0,109.34349546269316,D064,0.7540930721565046,35.656504537306844,-2.44685437739309,0.10739051848597952,0,5.511198770245377,-0.7955357052956944,13.004475156406807,S001
-70.0,-70.0,98.99494936611666,D065,0.682723788731839,46.00505063388334,-2.356194490192345,0.0952052294201349,0,11.15550187299552,-0.7408537667735491,4.28228437503784,S001
-56.0,-70.0,89.64373932405988,D066,0.6182326849935164,55.35626067594012,-2.2455372690184494,0.056333122346444525,0,5.572177349228607,-2.6564146702358227,3.9750531531197413,S001
-42.0,-70.0,81.6333265278342,D067,0.5629884588126497,63.3666734721658,-2.1112158270654806,0.11441493260815666,0,9.33630907565096,5.008196746612031,9.149508616638627,S001
-28.0,-70.0,75.39230729988306,D068,0.5199469468957453,69.60769270011694,-1.9513027039072615,0.03568190966082352,0,3.297631886203529,6.840787043978291,18.60018319344762,S001
-14.0,-70.0,71.386273190299,D069,0.4923191254503379,73.613726809701,-1.7681918866447774,0.07706472886904385,0,3.265592314955049,3.9825774122269917,6.132636979757746,S001
0.0,-70.0,70.0,D070,0.4827586206896552,75.0,-1.5707963267948966,0.13015253169990143,0,0.8990479035720718,2.4341556391444845,10.750378150088682,S001
14.0,-70.0,71.386273190299,D071,0.4923191254503379,73.613726809701,-1.373400766945016,0.1572514703715226,0,3.313568333186522,-8.14145636264446,10.50846946682579,S001
28.0,-70.0,75.39230729988306,D072,0.5199469468957453,69.60769270011694,-1.1902899496825317,0.03713189134405196,0,9.724706328220496,-1.5171585830817702,4.868548772912883,S001
42.0,-70.0,81.6333265278342,D073,0.5629884588126497,63.3666734721658,-1.0303768265243125,0.23100483448295203,0,6.1197691768322935,-0.806483454824193,-1.9351598359819424,S001
56.0,-70.0,89.64373932405988,D074,0.6182326849935164,55.35626067594012,-0.8960553845713439,0.13888215830133566,0,4.2948224468526135,12.074094223234981,-7.180660561459519,S001
70.0,-70.0,98.99494936611666,D075,0.682723788731839,46.00505063388334,-0.7853981633974483,0.14255360822962623,0,6.934684318291332,-7.832512019607492,1.6232788505537072,S001
84.0,-70.0,109.34349546269316,D076,0.7540930721565046,35.656504537306844,-0.6947382761967031,0.051508080285205884,0,4.449993728240241,4.661050409426421,6.887733570307085,S001
98.0,-70.0,120.43255373859678,D077,0.8305693361282537,24.56744626140322,-0.6202494859828215,0.30119990625827486,0,14.856586142384343,-2.8187812838367328,-1.4797624454241656,S001
112.0,-70.0,132.07573584879245,D078,0.9108671437847755,12.924264151207552,-0.5585993153435624,0.7970503374839053,0,20.65419763885771,6.37070318465276,16.997684809272442,S001
126.0,-70.0,144.138821973818,D079,0.9940608411987449,0.8611780261819888,-0.507098504392337,1.4288695004504228,1,27.472520626237085,-4.405412182873675,-15.005433168354456,S001
-126.0,-56.0,137.88400922514546,D080,0.9509242015527273,7.115990774854538,-2.723368324010564,1.126406510215028,1,-13.260365380378412,7.738617208907323,21.161103808450264,S001
-112.0,-56.0,125.21980673998823,D081,0.8635848740688843,19.78019326001177,-2.677945044588987,0.4528920132776324,0,-5.934130971132854,-7.642807927961192,-11.017995668654141,S001
-98.0,-56.0,112.8716084761797,D082,0.7784248860426186,32.1283915238203,-2.62244653934327,0.13853985745608893,0,-4.4575881935941695,0.006287070654423549,-9.684765195395835,S001
-84.0,-56.0,100.9554357129917,D083,0.696244384227529,44.0445642870083,-2.5535900500422257,0.045751980710801374,0,3.4871751697913194,4.576741785856113,-9.084282777333751,S001
-70.0,-56.0,89.64373932405988,D084,0.6182326849935164,55.35626067594012,-2.4668517113662407,0.0664681166394792,0,0.09720576838422357,2.7450349579648043,-2.273695931593997,S001
-56.0,-56.0,79.19595949289332,D085,0.5461790309854712,65.80404050710668,-2.356194490192345,0.1691555896589012,0,14.41837230456219,2.9901781074087377,12.082400098494526,S001
-42.0,-56.0,70.0,D086,0.4827586206896552,75.0,-2.214297435588181,0.1468517268392368,0,6.7912888026440985,-3.436411219816792,-15.432708859907137,S001
-28.0,-56.0,62.609903369994115,D087,0.43179243703444214,82.39009663000589,-2.0344439357957027,0.14795280524972895,0,6.951579301381691,1.120409772688865,7.113336293994328,S001
-14.0,-56.0,57.723478758647246,D088,0.3980929569561879,87.27652124135275,-1.8157749899217608,0.16964124234366304,0,4.7155856433478505,0.6561880259885601,-21.071866531064448,S001
0.0,-56.0,56.0,D089,0.38620689655172413,89.0,-1.5707963267948966,0.05093340692368199,0,7.368004515363888,-8.122899467822238,7.41214389452416,S001
14.0,-56.0,57.723478758647246,D090,0.3980929569561879,87.27652124135275,-1.3258176636680326,0.1806576782652582,0,6.442962132976621,-3.377008932724211,8.297754330013598,S001
28.0,-56.0,62.609903369994115,D091,0.43179243703444214,82.39009663000589,-1.1071487177940904,0.35580153757813054,0,3.190211425827901,-0.9264481373619198,1.8181266104201306,S001
42.0,-56.0,70.0,D092,0.4827586206896552,75.0,-0.9272952180016122,0.05838410172140116,0,-1.053765207386534,-6.763569679090227,0.49575150347730634,S001
56.0,-56.0,79.19595949289332,D093,0.5461790309854712,65.80404050710668,-0.7853981633974483,0.052572201125162275,0,8.790834734916835,2.853737184499794,6.866200257807508,S001
70.0,-56.0,89.64373932405988,D094,0.6182326849935164,55.35626067594012,-0.6747409422235526,0.05880298977919971,0,-0.5646151296517274,-8.212478116750265,13.349531615946873,S001
84.0,-56.0,100.9554357129917,D095,0.696244384227529,44.0445642870083,-0.5880026035475675,0.12336736434315149,0,11.833797092579761,-1.708662663951425,7.581740960467274,S001
98.0,-56.0,112.8716084761797,D096,0.7784248860426186,32.1283915238203,-0.5191461142465229,0.2524823592256117,0,14.797317822679439,4.6856653483846555,1.5662205028141218,S001
112.0,-56.0,125.21980673998823,D097,0.8635848740688843,19.78019326001177,-0.4636476090008061,0.40411674115602336,0,20.248365492550885,6.4449985110350205,4.570442282579933,S001
126.0,-56.0,137.88400922514546,D098,0.9509242015527273,7.115990774854538,-0.4182243295792291,1.1150261609046646,1,30.6416931813967,-1.6045733789747967,-3.353544529083631,S001
-126.0,-42.0,132.81566172707193,D099,0.9159700808763581,12.184338272928073,-2.819842099193151,0.7992569073680286,0,-11.681655663036622,1.3758119153586241,-3.211619404133994,S001
-112.0,-42.0,119.61605243444544,D100,0.8249382926513479,25.383947565554564,-2.782821983319221,0.25598073903457236,0,-6.827830376996634,-2.703358712982296,-23.703982756488646,S001
-98.0,-42.0,106.62082348209472,D101,0.7353160240144464,38.37917651790528,-2.7367008673047097,0.10855461875378677,0,2.915444273299987,-2.488588056420538,-6.001897348978179,S001
-84.0,-42.0,93.91485505499116,D102,0.6476886555516632,51.085144945008835,-2.677945044588987,0.16411328209883716,0,9.01970588393399,-0.28076071238954226,-4.458767968667042,S001
-70.0,-42.0,81.6333265278342,D103,0.5629884588126497,63.3666734721658,-2.601173153319209,0.05923176092534944,0,12.05185128278234,0.3939697256729626,-6.767587860890586,S001
-56.0,-42.0,70.0,D104,0.4827586206896552,75.0,-2.498091544796509,0.04373837245949086,0,7.915590685488533,-0.11936263207634965,-5.75044890721014,S001
-42.0,-42.0,59.39696961966999,D105,0.4096342732391034,85.60303038033001,-2.356194490192345,0.04257383821458934,0,0.7596992997216852,0.6571628625274468,-1.6596841455104137,S001
-28.0,-42.0,50.47771785649585,D106,0.3481221921137645,94.52228214350416,-2.158798930342464,0.14897024475213697,0,3.830928459113544,8.097783676278839,-2.2415016965045655,S001
-14.0,-42.0,44.27188724235731,D107,0.3053233602921194,100.72811275764269,-1.892546881191539,0.1344024669761341,0,4.984379078076462,3.443219939927551,0.5591767903771283,S001
0.0,-42.0,42.0,D108,0.2896551724137931,103.0,-1.5707963267948966,0.23344669087708414,0,2.654374498191841,-2.4054216538947406,0.8905331051664428,S001
14.0,-42.0,44.27188724235731,D109,0.3053233602921194,100.72811275764269,-1.2490457723982544,0.10366191732705735,0,4.281775513416331,-0.7576014056987656,-9.867940495139475,S001
28.0,-42.0,50.47771785649585,D110,0.3481221921137645,94.52228214350416,-0.982793723247329,0.23867965415522388,0,8.373849714241995,-1.6273385948944548,6.271668219416202,S001
42.0,-42.0,59.39696961966999,D111,0.4096342732391034,85.60303038033001,-0.7853981633974483,0.08949408485699031,0,14.482660341428453,-1.6649004139720385,-0.8754819450512803,S001
56.0,-42.0,70.0,D112,0.4827586206896552,75.0,-0.6435011087932844,0.09032493678549625,0,1.2988672971153443,3.36375864195984,0.06563763590181101,S001
70.0,-42.0,81.6333265278342,D113,0.5629884588126497,63.3666734721658,-0.5404195002705842,0.2194439771230299,0,5.0255422097931275,3.5089573278347146,7.552098855109102,S001
84.0,-42.0,93.91485505499116,D114,0.6476886555516632,51.085144945008835,-0.4636476090008061,0.1257673236541008,0,6.561351432121178,0.6403553969730017,-2.3547635097945614,S001
98.0,-42.0,106.62082348209472,D115,0.7353160240144464,38.37917651790528,-0.40489178628508343,0.14971299406807212,0,13.310713247797302,2.4826149344964734,2.9806240319716135,S001
112.0,-42.0,119.61605243444544,D116,0.8249382926513479,25.383947565554564,-0.35877067027057225,0.20647526485159276,0,20.694466279327866,1.1165579290065222,-1.41723539271417,S001
126.0,-42.0,132.81566172707193,D117,0.9159700808763581,12.184338272928073,-0.3217505543966422,0.7520783252219679,0,25.416091045352083,-3.4564709028292766,-8.321324566167531,S001
-140.0,-28.0,142.772546380598,D118,0.9846382509006758,2.227453619402013,-2.9441970937399127,1.5541118148274857,1,-27.03440720266322,-1.2098087189459648,-7.562975352175572,S001
-126.0,-28.0,129.07362240210043,D119,0.8901629131179339,15.926377597899574,-2.922923707715851,0.6294439890449535,0,-16.00575411269511,5.538266729399278,-34.6331538574827,S001
-112.0,-28.0,115.44695751729449,D120,0.7961859139123758,29.553042482705507,-2.896613990462929,0.23561905319901408,0,-0.7400250405448112,3.0800897101270373,-17.14937342800783,S001
-98.0,-28.0,101.92153844992725,D121,0.7029071617236362,43.078461550072745,-2.8632929945846817,0.05583702546710119,0,8.266010405110086,-0.4697633740138497,2.539055350822394,S001
-84.0,-28.0,88.54377448471462,D122,0.6106467205842387,56.45622551528538,-2.819842099193151,0.26489063685035047,0,10.662413207080093,1.5105570140598243,11.483641303402672,S001
-70.0,-28.0,75.39230729988306,D123,0.5199469468957453,69.60769270011694,-2.761086276477428,0.07305635504336784,0,6.094353043577328,-0.3772395059312726,6.191906916997864,S001
-56.0,-28.0,62.609903369994115,D124,0.43179243703444214,82.39009663000589,-2.677945044588987,0.10761058128777445,0,2.774770151574449,2.8136584740324047,5.2257608386630245,S001
-42.0,-28.0,50.47771785649585,D125,0.3481221921137645,94.52228214350416,-2.5535900500422257,0.11997225817911525,0,3.2615541027404644,-1.6014306117565906,-9.853070666103436,S001
-28.0,-28.0,39.59797974644666,D126,0.2730895154927356,105.40202025355333,-2.356194490192345,0.11463113120391494,0,3.3042470404342588,1.1852921197218116,3.4744376386376894,S001
-14.0,-28.0,31.304951684997057,D127,0.21589621851722107,113.69504831500294,-2.0344439357957027,0.21439840882812256,0,10.137399090448277,8.456034438370986,0.719777462719169,S001
0.0,-28.0,28.0,D128,0.19310344827586207,117.0,-1.5707963267948966,0.09346763769245794,0,6.756014180448842,-5.804667614257811,-5.714575577007116,S001
14.0,-28.0,31.304951684997057,D129,0.21589621851722107,113.69504831500294,-1.1071487177940904,0.04928987585012629,0,-0.5836600451347866,1.161949667112097,2.1964152702652386,S001
28.0,-28.0,39.59797974644666,D130,0.2730895154927356,105.40202025355333,-0.7853981633974483,0.042813315078203185,0,9.380359985586228,-7.303277781286598,1.3849038145083867,S001
42.0,-28.0,50.47771785649585,D131,0.3481221921137645,94.52228214350416,-0.5880026035475675,0.21914914125259927,0,3.8787344880514443,4.27284629850906,9.575069690109084,S001
56.0,-28.0,62.609903369994115,D132,0.43179243703444214,82.39009663000589,-0.4636476090008061,0.04692980402367254,0,3.789586825312469,4.44485140079068,1.7787418013208938,S001
70.0,-28.0,75.39230729988306,D133,0.5199469468957453,69.60769270011694,-0.3805063771123649,0.27196883874657124,0,7.243123490662403,-5.402642718863861,-4.462464455091946,S001
84.0,-28.0,88.54377448471462,D134,0.6106467205842387,56.45622551528538,-0.3217505543966422,0.06883380579067772,0,4.741615785634024,0.8070632632233008,-2.9992756044392124,S001
98.0,-28.0,101.92153844992725,D135,0.7029071617236362,43.078461550072745,-0.27829965900511133,0.09557050838329373,0,1.9788380932649567,-0.264969367137899,-11.051912552430942,S001
112.0,-28.0,115.44695751729449,D136,0.7961859139123758,29.553042482705507,-0.24497866312686414,0.32009617661954926,0,13.708438671031047,6.896976042094076,-10.16924817201321,S001
126.0,-28.0,129.07362240210043,D137,0.8901629131179339,15.926377597899574,-0.21866894587394195,0.5724870608609313,0,24.2187001095868,1.1662874050749008,-16.78419173503843,S001
140.0,-28.0,142.772546380598,D138,0.9846382509006758,2.227453619402013,-0.19739555984988075,1.4787096730362972,1,32.27683946763834,6.78791814587609,1.852557049970863,S001
-140.0,-14.0,140.69825869569246,D139,0.9703328185909825,4.301741304307541,-3.0419240010986313,1.464342232148262,1,-22.094900157846318,11.844818439116201,4.103243935506798,S001
-126.0,-14.0,126.77539193392383,D140,0.8743130478201643,18.224608066076172,-3.0309354324158977,0.5200173533490302,0,-12.979646030887569,2.011758361567086,19.923593457464666,S001
-112.0,-14.0,112.8716084761797,D141,0.7784248860426186,32.1283915238203,-3.017237659043032,0.15390330647397193,0,-5.864686976374685,2.5139730422972835,3.8918815236612003,S001
-98.0,-14.0,98.99494936611666,D142,0.682723788731839,46.00505063388334,-2.999695598985629,0.08918568938427504,0,6.675054011976981,-1.4486931856134866,-2.9524144561683716,S001
-84.0,-14.0,85.15867542417507,D143,0.587301209821897,59.84132457582493,-2.976443976175166,0.0580011246539053,0,2.1841841844618597,0.5203349610610609,-12.41357290396497,S001
-70.0,-14.0,71.386273190299,D144,0.4923191254503379,73.613726809701,-2.9441970937399127,0.0477580012111565,0,2.1653326286585965,-0.48278705394520827,4.318435029624181,S001
-56.0,-14.0,57.723478758647246,D145,0.3980929569561879,87.27652124135275,-2.896613990462929,0.047186612893479675,0,8.097667325563041,-4.598850279004819,-14.264918224896649,S001
-42.0,-14.0,44.27188724235731,D146,0.3053233602921194,100.72811275764269,-2.819842099193151,0.05269427958057947,0,3.333625916769448,7.904246037654973,10.806042195699446,S001
-28.0,-14.0,31.304951684997057,D147,0.21589621851722107,113.69504831500294,-2.677945044588987,0.06074555069178516,0,8.660299217820588,2.466862682226163,-3.0007348907037423,S001
-14.0,-14.0,19.79898987322333,D148,0.1365447577463678,125.20101012677667,-2.356194490192345,0.11766206893381456,0,4.345316548499585,4.8679340553635,0.13621061038552357,S001
0.0,-14.0,14.0,D149,0.09655172413793103,131.0,-1.5707963267948966,0.07366627824085878,0,4.940465789036493,-3.842839662772604,-0.8693173177428627,S001
14.0,-14.0,19.79898987322333,D150,0.1365447577463678,125.20101012677667,-0.7853981633974483,0.0766444897874427,0,7.695379811053553,-1.1109886045776916,11.067197041050198,S001
28.0,-14.0,31.304951684997057,D151,0.21589621851722107,113.69504831500294,-0.4636476090008061,0.06943318476528337,0,15.579247661021881,-8.355118417729166,-7.028630138583842,S001
42.0,-14.0,44.27188724235731,D152,0.3053233602921194,100.72811275764269,-0.3217505543966422,0.07382606052686783,0,7.245654345734841,6.235343820414663,7.8834331333829235,S001
56.0,-14.0,57.723478758647246,D153,0.3980929569561879,87.27652124135275,-0.24497866312686414,0.11884747498041168,0,4.431726633951314,0.3774086633952822,5.08697057311892,S001
70.0,-14.0,71.386273190299,D154,0.4923191254503379,73.613726809701,-0.19739555984988075,0.07076088709511077,0,9.875877764796916,-1.0600942365289618,-3.3667932949146055,S001
84.0,-14.0,85.15867542417507,D155,0.587301209821897,59.84132457582493,-0.16514867741462683,0.21094943739689567,0,1.6483316502368899,-1.5256706426159572,2.9972347772340187,S001
98.0,-14.0,98.99494936611666,D156,0.682723788731839,46.00505063388334,-0.14189705460416394,0.12009729416048759,0,4.071944017885304,-4.868345481165086,6.210367173623292,S001
112.0,-14.0,112.8716084761797,D157,0.7784248860426186,32.1283915238203,-0.12435499454676144,0.17397837610980033,0,8.96570622279399,5.35057232707771,5.3586602398632595,S001
126.0,-14.0,126.77539193392383,D158,0.8743130478201643,18.224608066076172,-0.11065722117389565,0.6481814234587961,0,22.881680764895435,9.046823280464986,32.216744257275465,S001
140.0,-14.0,140.69825869569246,D159,0.9703328185909825,4.301741304307541,-0.09966865249116202,1.3525296533416347,1,27.765541799188536,7.837647366707413,17.201678244205404,S001
