shot_id,elapsed_s,vacuum_kpa_abs,edge_temp_c,center_temp_c,press_pressure_mpa,platen_position_mm
S002,9.5,5.119384399063318,172.12360982192175,171.22354059396315,3.1875,1.5
S002,10.0,4.945220205285857,172.15050121878468,171.19444798031375,4.25,2.0
S002,10.5,4.749919852286284,172.30413323630958,171.4930049500457,5.3125,2.5
S002,11.0,4.302940536725161,172.44253845033955,171.49098040338998,6.375,3.0
S002,11.5,4.639331017352607,172.37550234183357,171.62520926349308,7.4375,3.5
S002,12.0,4.614194602268074,172.57025734280077,171.69017814052606,8.5,4.0
S002,12.5,4.5177808822805785,172.62209787262935,171.9336347717657,8.5,4.5
S002,13.0,4.590149953829697,172.6174673543801,172.11023406562646,8.5,5.0
S002,13.5,4.421628680056651,172.72825298827073,171.94908395356833,8.5,5.0
S002,14.0,4.723718808629126,172.85314858132443,172.0715337114519,8.5,5.0
S002,14.5,5.05448214501509,172.82286572917093,172.03495969659667,8.5,5.0
S002,15.0,4.835788537218518,172.88399430974488,172.25768076919354,8.5,5.0
S002,15.5,4.591966613638824,173.01988876145114,172.1548780355518,8.5,5.0
S002,16.0,4.096652326045574,172.9696472826256,172.13200178909423,8.5,5.0
S002,16.5,4.511859258088666,173.11567516257685,172.15247951756072,8.5,5.0
S002,17.0,4.527059823853943,173.07132554683008,172.28804774701698,8.5,5.0
S002,17.5,4.234702450002254,173.18536221995393,172.17164379251517,8.5,5.0
S002,18.0,4.469643056732469,173.0849456044975,172.26423892147392,8.5,5.0
S002,18.5,4.341107913715773,173.2477444265652,172.44696446814376,8.5,5.0
S002,19.0,4.734546565542791,173.1996546028174,172.33217857138268,8.5,5.0
S002,19.5,4.360961393903009,173.24405428999975,172.44913866502216,8.5,5.0
S002,20.0,4.562086806275872,173.34941555574395,172.4366336247599,8.5,5.0
S002,20.5,4.645381342674643,173.42506130137062,172.49895902066362,8.5,5.0
S002,21.0,4.343032024777165,173.43251033926362,172.42056703633352,8.5,5.0
S002,21.5,4.480054816640053,173.31167022055317,172.53940054407283,8.5,5.0
S002,22.0,4.505470629733264,173.4385203250005,172.6772088322429,8.5,5.0
S002,22.5,4.249216159395236,173.44546631755634,172.45555478882616,8.5,5.0
S002,23.0,4.301548511930115,173.46586365910954,172.43166836677543,8.5,5.0
S002,23.5,4.409810329195395,173.35781707429186,172.553417713475,8.5,5.0
S002,24.0,4.54763534618277,173.3100222529257,172.5932272918625,8.5,5.0
S002,24.5,4.354461503365097,173.3704998116551,172.6369027268082,8.5,5.0
S002,25.0,4.565663932915789,173.3888738536188,172.66267475456957,8.5,5.0
S002,25.5,4.396749547360794,173.43450471212424,172.59821585937254,8.5,5.0
S002,26.0,4.425453467979999,173.54224369614099,172.56870504777362,8.5,5.0
S002,26.5,4.567347260476955,173.51952819066017,172.59303134300546,8.5,5.0
S002,27.0,4.448330416252964,173.47891397246013,172.72756406984672,8.5,5.0
S002,27.5,4.485536034697237,173.4660087759003,172.5950954623102,8.5,5.0
S002,28.0,4.41851508578926,173.61476012261912,172.71794309630778,8.5,5.0
S002,28.5,4.453309565057193,173.3229634016896,172.64712439816444,8.5,5.0
S002,29.0,4.278272979663074,173.54150916259707,172.7520392138354,8.5,5.0
S002,29.5,4.23555918149324,173.6024297278751,172.639382383671,8.5,5.0
S002,30.0,4.274979024713348,173.40431198742766,172.61655498085065,8.5,5.0
S003,0.0,101.5310594395245,165.0033931543237,165.0077984535056,0.0,0.0
S003,0.5,80.10112678015874,165.7611076024977,165.62558225636758,0.0,0.0
S003,1.0,63.25238088664061,166.6077144535714,166.0997081207834,0.0,0.0
S003,1.5,50.61769812052006,167.2412831441751,166.86621943217654,0.0,0.0
S003,2.0,40.236261823259056,167.8774725121573,167.2375180774258,0.0,0.0
S003,2.5,32.93923614911187,168.4723401114146,167.5975270062014,0.0,0.0
S003,3.0,26.335355701614642,168.8262935270975,167.92028711646506,0.0,0.0
S003,3.5,21.755696378806665,169.4295903207204,168.35438839018676,0.0,0.0
S003,4.0,17.58158075250616,169.9354782135722,168.5975735504891,0.0,0.0
S003,4.5,15.172941371322597,170.33444960035487,168.9417125735323,0.0,0.0
S003,5.0,12.61877612039111,170.55699020820555,169.2505488821753,0.0,0.0
S003,5.5,10.769851582421667,170.99860750489185,169.51366856922547,0.0,0.0
S003,6.0,9.13320346261505,171.2994426144324,169.81616436085866,0.0,0.0
S003,6.5,8.404558989914161,171.44496377954647,170.0360987427383,0.0,0.0
S003,7.0,7.289505845640103,171.6729626535304,170.20283267152263,0.0,0.0
S003,7.5,6.911811944858645,171.98469297905174,170.26870764171431,0.0,0.0
S003,8.0,6.157482933360675,172.10149539709582,170.68406711882128,0.0,0.0
S003,8.5,6.108362673299861,172.38961673912107,170.67580006454781,1.0625,0.575
S003,9.0,5.461879512152655,172.6515084786324,170.81223837080827,2.125,1.15
S003,9.5,5.475185246661637,172.62147343030227,171.06390125694526,3.1875,1.7249999999999999
S003,10.0,5.241172346055101,172.88995454026835,171.1486019184881,4.25,2.3
S003,10.5,5.276662989039801,173.0334676617386,171.30619982141476,5.3125,2.875
S003,11.0,4.702309030276926,173.2502017475374,171.31744350457387,6.375,3.4499999999999997
S003,11.5,4.8064139519160305,173.21727652713463,171.4452687189286,7.4375,4.0249999999999995
S003,12.0,4.847282532150797,173.34637324659298,171.63433014231944,8.5,4.6
S003,12.5,4.715654084205997,173.50687277283396,171.6248845999934,8.5,5.0
S003,13.0,4.753450380064342,173.60483818750504,171.60851995705463,8.5,5.0
S003,13.5,4.670810179088201,173.67599382988567,171.60737280286799,8.5,5.0
S003,14.0,4.42598286212254,173.60282765105737,171.74630361573765,8.5,5.0
S003,14.5,4.425808374477939,173.6970379873746,171.86808231455998,8.5,5.0
S003,15.0,4.436515899252223,173.77798914786166,171.78783654319295,8.5,5.0
S003,15.5,4.163207138814505,173.81596344885435,171.90263128475004,8.5,5.0
S003,16.0,4.502178063749022,173.75655214520708,171.96735047362301,8.5,5.0
S003,16.5,4.559324686243268,173.83044017892996,171.93667173662993,8.5,5.0
S003,17.0,4.612366495626429,174.016768023659,172.003460795214,8.5,5.0
S003,17.5,4.601644076438065,174.0715337993988,172.11186088477606,8.5,5.0
S003,18.0,4.80384547038828,173.969178300273,172.16383344370422,8.5,5.0
S003,18.5,4.4097081945135885,174.0133755706816,172.0386878537606,8.5,5.0
S003,19.0,4.361266170194802,174.04326769261328,172.09705266546496,8.5,5.0
S003,19.5,4.763068733896157,174.16159223713214,172.1473896036461,8.5,5.0
S003,20.0,4.738420391034621,174.04263510948624,172.34564728539462,8.5,5.0
S003,20.5,4.273166733980867,174.08735889553026,172.22710679437193,8.5,5.0
S003,21.0,4.421385688632948,174.17680916594824,172.1937633999011,8.5,5.0
S003,21.5,4.237203048193537,174.19350615685505,172.26002232637128,8.5,5.0
S003,22.0,4.281850536764232,174.2420848931485,172.3195515773553,8.5,5.0
S003,22.5,4.728154884502562,174.29385815571814,172.30613503596558,8.5,5.0
S003,23.0,4.617895075228129,174.33279378172992,172.28555733324475,8.5,5.0
S003,23.5,4.232444688224677,174.23897494462136,172.23623532739055,8.5,5.0
S003,24.0,4.424053521019389,174.30730325850237,172.25379621836308,8.5,5.0
S003,24.5,4.384773793326349,174.31807824835417,172.2980177760618,8.5,5.0
S003,25.0,4.543985571876727,174.24042952093893,172.30787640233828,8.5,5.0
S003,25.5,4.476971103431078,174.32189923150548,172.4453442897931,8.5,5.0
S003,26.0,4.583877212245359,174.21394192592797,172.43608321526102,8.5,5.0
S003,26.5,4.202623524718656,174.26024303757572,172.43451869153998,8.5,5.0
S003,27.0,4.560416386400721,174.1830788583214,172.3377614281247,8.5,5.0
S003,27.5,4.515399817465955,174.3330293590575,172.40110673589768,8.5,5.0
S003,28.0,4.499632174537471,174.3206645776254,172.38482195371273,8.5,5.0
S003,28.5,4.3898831358982715,174.30950943412566,172.2545766879443,8.5,5.0
S003,29.0,4.290067856972306,174.4109439473898,172.2208740930025,8.5,5.0
S003,29.5,4.784186035408506,174.18165582252527,172.35938646972164,8.5,5.0
S003,30.0,4.642968335377968,174.43083740072407,172.3712412044728,8.5,5.0
S004,0.0,101.35695993098474,164.95582179014346,164.96314471479283,0.0,0.0
S004,0.5,77.4768368029472,165.76247950102265,165.6846365876548,0.0,0.0
S004,1.0,59.486025194489976,166.41735134161223,166.1913517805766,0.0,0.0
S004,1.5,45.890250275063345,167.1273465167344,166.72017120043742,0.0,0.0
S004,2.0,35.306147769747554,167.72990548529253,167.21090196379782,0.0,0.0
S004,2.5,28.083266595016056,168.31866533206744,167.64374461569244,0.0,0.0
S004,3.0,22.18295994985696,168.8553876534114,168.1638269914866,0.0,0.0
S004,3.5,17.61171276964123,169.1363158074823,168.4094557333913,0.0,0.0
S004,4.0,14.596538797908911,169.57965441392778,168.83746518418667,0.0,0.0
S004,4.5,12.192830615826358,170.05004726605324,169.13125197071645,0.0,0.0
S004,5.0,10.279919976187061,170.17988559053845,169.3005137681698,0.0,0.0
S004,5.5,8.816243551321893,170.6054521643856,169.6708236431091,0.0,0.0
S004,6.0,7.763170963001485,171.03737855267545,169.81190000003997,0.0,0.0
S004,6.5,6.84887370494869,170.9705173919468,170.12928365767004,0.0,0.0
S004,7.0,6.436375249772878,171.39393364907917,170.27290945159424,0.0,0.0
S004,7.5,5.759859507081832,171.6123756369419,170.52827382965924,0.0,0.0
S004,8.0,5.224637969847786,171.76476289530996,170.7767717039158,0.0,0.0
S004,8.5,4.790818289490046,171.96616859717554,170.71739644295855,1.0625,0.425
S004,9.0,5.287974991237128,172.1144298717209,170.84904402295288,2.125,0.85
S004,9.5,5.025001917839765,172.38557681064307,171.14959618367843,3.1875,1.275
S004,10.0,4.739720751095473,172.4986454671703,171.1868444515318,4.25,1.7
S004,10.5,4.745192865131302,172.52047933050792,171.38594915132984,5.3125,2.125
S004,11.0,4.607530649563945,172.61763782085464,171.4857039173314,6.375,2.55
S004,11.5,4.6358321751835625,172.66990835877252,171.62732350328292,7.4375,2.975
S004,12.0,4.8594218872879065,172.95252703000477,171.71225418709102,8.5,3.4
S004,12.5,4.688717134077519,173.01927166499593,171.69206298433375,8.5,3.8249999999999997
S004,13.0,4.268822869551081,173.07507893309287,171.75701180403,8.5,4.25
S004,13.5,4.791808873572329,173.19633107433677,171.82719031521847,8.5,4.675
S004,14.0,4.24385928587074,173.30421215294416,171.92488534806964,8.5,5.0
S004,14.5,4.406024717035234,173.2315835487493,171.8723507982275,8.5,5.0
S004,15.0,4.097080956388854,173.38950730075868,171.87407921959476,8.5,5.0
S004,15.5,4.294985305814871,173.35158048637467,171.93091921496608,8.5,5.0
S004,16.0,4.4164590216294295,173.2914374657864,172.02152320224803,8.5,5.0
S004,16.5,4.392328458647501,173.35809447092572,172.06363522469942,8.5,5.0
S004,17.0,4.2585832075211565,173.53337624018172,172.08622133927733,8.5,5.0
S004,17.5,4.379149705552047,173.45569928416026,172.23641385220884,8.5,5.0
S004,18.0,4.42503066225614,173.4676630577314,172.17643446649691,8.5,5.0
S004,18.5,4.4830205916000345,173.50016401629836,172.30121901107637,8.5,5.0
S004,19.0,4.700404654966488,173.56648175019944,172.35718812934314,8.5,5.0
S004,19.5,4.2788633059257295,173.57556337569852,172.23749111242583,8.5,5.0
S004,20.0,4.122631756623985,173.66077975739094,172.3400595129765,8.5,5.0
S004,20.5,4.29946149484347,173.7200791355114,172.36858686024763,8.5,5.0
S004,21.0,4.009268347746957,173.77220862141743,172.44054451226395,8.5,5.0
S004,21.5,4.242087116608663,173.6000376490349,172.34557558432473,8.5,5.0
S004,22.0,4.688666665815171,173.78047010922836,172.3315707517198,8.5,5.0
S004,22.5,4.211319648928105,173.68657818973975,172.4106456041495,8.5,5.0
S004,23.0,4.659497251890794,173.76300064632508,172.26703846930113,8.5,5.0
S004,23.5,4.516161940019302,173.7758675065912,172.44871239331724,8.5,5.0
S004,24.0,4.214708747978246,173.68015446581424,172.521992520171,8.5,5.0
S004,24.5,4.440160774605068,173.78389158802057,172.30452128322204,8.5,5.0
S004,25.0,4.57866300546404,173.72851027622508,172.62893878924808,8.5,5.0
S004,25.5,4.846771812393944,173.76526280240532,172.47352282708172,8.5,5.0
S004,26.0,4.382313625386977,173.71815624274743,172.534918674386,8.5,5.0
S004,26.5,4.315083152631676,173.79384520909383,172.44313688668618,8.5,5.0
S004,27.0,4.436996454799017,173.8974253505701,172.38480268940043,8.5,5.0
S004,27.5,4.34613951712579,173.62940353104653,172.3965904788014,8.5,5.0
S004,28.0,4.461108253904273,173.7562691472271,172.6810508708167,8.5,5.0
S004,28.5,4.626468325540517,173.74035660966734,172.45277440679402,8.5,5.0
S004,29.0,4.363492038085956,173.84401678026418,172.55681173008384,8.5,5.0
S004,29.5,4.532270747199227,173.85132740299775,172.44618049918245,8.5,5.0
S004,30.0,4.25372161850904,173.83639280997122,172.60996734737134,8.5,5.0
S005,0.0,100.98181678335763,165.05651529791209,164.9412040973743,0.0,0.0
S005,0.5,78.45990677076556,165.77585867914152,165.56803525936607,0.0,0.0
S005,1.0,60.63862944991135,166.3686240941437,166.24973355112962,0.0,0.0
S005,1.5,47.64168173525599,166.96064529211174,166.80849734904294,0.0,0.0
S005,2.0,37.6914733138605,167.56073479636908,167.16231914333073,0.0,0.0
S005,2.5,29.47222323450694,168.07049759354487,167.61973752812975,0.0,0.0
S005,3.0,23.35080910884062,168.54767806059868,167.9595854146129,0.0,0.0
S005,3.5,19.232080136513524,168.96465765034185,168.52090680051387,0.0,0.0
S005,4.0,15.442685050863014,169.3439794045971,168.70117702651768,0.0,0.0
S005,4.5,13.133762418097115,169.76774138395132,169.01753980558362,0.0,0.0
S005,5.0,11.20821596066158,170.19628476598365,169.3585351511203,0.0,0.0
S005,5.5,9.585381937540381,170.2698789656247,169.70695147816988,0.0,0.0
S005,6.0,8.339667830384467,170.53220648869322,169.80533580725208,0.0,0.0
S005,6.5,7.54543865496681,170.95215818622236,170.10048120630506,0.0,0.0
S005,7.0,6.949507273999884,171.013858285058,170.40828985362646,0.0,0.0
S005,7.5,6.108519048559088,171.36968552009748,170.49057331183215,0.0,0.0
S005,8.0,6.169796055531027,171.46365923440072,170.62609825021693,0.0,0.0
S005,8.5,5.737991791703154,171.63429473229672,170.64018173618825,1.0625,0.5
S005,9.0,5.396002839947681,171.8239138662186,170.871999987626,2.125,1.0
S005,9.5,5.066856650362575,171.87087490260353,171.0784612131849,3.1875,1.5
S005,10.0,5.248195546550322,171.9812827748319,171.15140799699532,4.25,2.0
S005,10.5,4.8792508189520225,172.05840970004965,171.28308967574156,5.3125,2.5
S005,11.0,4.917778906905009,172.22672864420255,171.53837192588435,6.375,3.0
S005,11.5,4.727626740807058,172.3629823557904,171.4894705198459,7.4375,3.5
S005,12.0,4.679567117409267,172.3310726304553,171.6539758485969,8.5,4.0
S005,12.5,4.729032150633805,172.5998981380296,171.6235952137192,8.5,4.5
S005,13.0,4.271177135390968,172.68999915216438,171.69326820610289,8.5,5.0
S005,13.5,4.578383516877182,172.7224072927295,171.9238065932628,8.5,5.0
S005,14.0,4.486998160743049,172.74100200449558,171.84029746115633,8.5,5.0
S005,14.5,4.674789239818328,172.89313356832537,172.04265672849536,8.5,5.0
S005,15.0,4.4975446834762955,172.92820269160677,171.97509021915866,8.5,5.0
S005,15.5,4.525188476213885,172.89941020934765,172.1092531157403,8.5,5.0
S005,16.0,4.743935894932706,172.86118064862757,171.9922120857255,8.5,5.0
S005,16.5,4.655081594398494,173.06859117950341,172.19224304345596,8.5,5.0
S005,17.0,4.600150917990366,172.98513790694312,172.12710369640456,8.5,5.0
S005,17.5,4.601205679317983,172.99328380435196,172.15603209856718,8.5,5.0
S005,18.0,4.425984562311013,173.05729466096778,172.23356865259842,8.5,5.0
S005,18.5,4.5585971852544755,173.0702757330377,172.25978498229406,8.5,5.0
S005,19.0,4.477945445626794,173.26392191115232,172.287134147899,8.5,5.0
S005,19.5,4.597872410648068,173.13789498589125,172.3014986874703,8.5,5.0
S005,20.0,4.894175314018392,173.0806920015598,172.39711213695225,8.5,5.0
S005,20.5,4.5912387977184235,173.2975655582707,172.44135198111354,8.5,5.0
S005,21.0,4.906713693857875,173.22030263652843,172.2943266917207,8.5,5.0
S005,21.5,4.224094060150376,173.28992349687852,172.44278690173732,8.5,5.0
S005,22.0,4.15385161211549,173.24947559844537,172.32412859054503,8.5,5.0
S005,22.5,4.277038711897155,173.30660034146757,172.57420425584186,8.5,5.0
S005,23.0,4.572082527076173,173.1675557269831,172.37485767787462,8.5,5.0
S005,23.5,4.697758492458169,173.33411773323814,172.4180203780628,8.5,5.0
S005,24.0,4.491152232716029,173.50221352598538,172.40279101590008,8.5,5.0
S005,24.5,4.7169736286954524,173.31962125061287,172.48376268832473,8.5,5.0
S005,25.0,4.437113056254588,173.2362969411898,172.44286132100854,8.5,5.0
S005,25.5,4.46807995036992,173.41008074850097,172.54170090495361,8.5,5.0
S005,26.0,4.764024415649849,173.32144020190484,172.48665554498842,8.5,5.0
S005,26.5,4.944446200448507,173.25631253922782,172.60689156547818,8.5,5.0
S005,27.0,4.326410994518161,173.3516818982447,172.44375864053077,8.5,5.0
S005,27.5,4.627753240495268,173.3672881109669,172.51914858143428,8.5,5.0
S005,28.0,4.743058794595672,173.27522539199447,172.65003124332097,8.5,5.0
S005,28.5,4.5862734701349925,173.34702205723124,172.55371270253914,8.5,5.0
S005,29.0,4.5595662619657595,173.25080125822393,172.66069487948997,8.5,5.0
S005,29.5,4.513038577066458,173.38797412107215,172.4408070357881,8.5,5.0
S005,30.0,4.519020214200617,173.3254336760546,172.38932961915722,8.5,5.0
S006,0.0,101.05375637621314,165.00024709189995,164.93667920642827,0.0,0.0
S006,0.5,79.17626888158344,165.59157290094944,165.76754434069002,0.0,0.0
S006,1.0,62.27680057290037,166.2308345297652,166.23089063460455,0.0,0.0
S006,1.5,48.85366002006388,166.90528006111361,166.71172359262718,0.0,0.0
S006,2.0,39.15134653106434,167.44024867723482,167.1358228738254,0.0,0.0
S006,2.5,30.88331489197868,167.88491687185993,167.70128160859312,0.0,0.0
S006,3.0,24.865990404214923,168.3381442454883,168.05948896478372,0.0,0.0
S006,3.5,20.023968220004157,168.74359041546458,168.49558138559343,0.0,0.0
S006,4.0,16.62444282440912,169.24211551423537,168.90483393302807,0.0,0.0
S006,4.5,13.602918478960378,169.58172070079019,169.14064340549413,0.0,0.0
S006,5.0,11.58506531601742,169.73437662405183,169.44395500121806,0.0,0.0
S006,5.5,9.952046944005572,170.0924282201391,169.72140524379287,0.0,0.0
S006,6.0,8.51736596555706,170.29511723903613,169.85485664003926,0.0,0.0
S006,6.5,7.562415041515129,170.58452049987713,170.3124518020506,0.0,0.0
S006,7.0,7.124294895119413,170.84719547545112,170.46406436754484,0.0,0.0
S006,7.5,6.344278563770496,171.0074058265726,170.56856783819865,0.0,0.0
S006,8.0,5.913492878276808,171.1565055161352,170.85741746439209,0.0,0.0
S006,8.5,5.576278280831724,171.4444231502542,171.0029834323422,1.0625,0.575
S006,9.0,4.966600589905169,171.30958613762175,171.2145340514219,2.125,1.15
S006,9.5,5.186562989673455,171.5802337330938,171.23353005289775,3.1875,1.7249999999999999
S006,10.0,4.956063554743607,171.78014919870046,171.4529218032614,4.25,2.3
S006,10.5,4.960663296462566,171.80148210386187,171.6224060829615,5.3125,2.875
S006,11.0,5.177856207359405,172.00624860888146,171.75432767088438,6.375,3.4499999999999997
S006,11.5,4.57963153113191,172.0269964509379,171.52829226294628,7.4375,4.0249999999999995
S006,12.0,4.643542661180996,172.14433608582019,171.81452389809536,8.5,4.6
S006,12.5,4.666567229647377,172.23376139496756,171.95673570090355,8.5,5.0
S006,13.0,4.438489477708553,172.2578191557076,172.0243513304649,8.5,5.0
S006,13.5,4.3974928101868,172.33826156202912,171.93265479531865,8.5,5.0
S006,14.0,4.957521308936451,172.3477214527219,172.1293625537629,8.5,5.0
S006,14.5,4.474892472907574,172.4433009068248,172.24303145160349,8.5,5.0
S006,15.0,3.9720962259604042,172.47790806133742,172.27251762525563,8.5,5.0
S006,15.5,4.504846030130673,172.59170057801904,172.15813839348917,8.5,5.0
S006,16.0,4.327148396111932,172.55393387075566,172.25341160264873,8.5,5.0
S006,16.5,4.006156866476048,172.62170438418156,172.3908984237099,8.5,5.0
S006,17.0,4.399713273559753,172.59155300986612,172.43793417256447,8.5,5.0
S006,17.5,4.125547181642724,172.5697269084356,172.3936452783137,8.5,5.0
S006,18.0,4.381252719370349,172.72441310417122,172.39799136238562,8.5,5.0
S006,18.5,4.448945654809175,172.71465079636596,172.4380336401043,8.5,5.0
S006,19.0,4.613152007531787,172.8654221939888,172.41234052924574,8.5,5.0
S006,19.5,4.472610625763741,172.67640649309823,172.53970521949248,8.5,5.0
S006,20.0,4.228496725423421,172.87490229444848,172.4778903280421,8.5,5.0
S006,20.5,4.20794436778096,172.76413447633266,172.56654099867913,8.5,5.0
S006,21.0,4.281882663576236,172.84184369490134,172.538887673443,8.5,5.0
S006,21.5,4.425040942970799,172.841430946962,172.64432810453758,8.5,5.0
S006,22.0,4.11378885816028,172.6628750459884,172.45725097815205,8.5,5.0
S006,22.5,4.594012964370357,172.85842609801156,172.81173763698726,8.5,5.0
S006,23.0,4.349306442813178,172.78673131763912,172.61480240211284,8.5,5.0
S006,23.5,4.562729248223407,172.73582308884625,172.54117544654716,8.5,5.0
S006,24.0,4.595919305099338,172.8306307684201,172.685150659833,8.5,5.0
