shot_id,timestamp,lot,wafer,equipment,chamber,emc_lot,floor_time_h,viscosity_index,vent_pm_age,pm_event,pump_down_time_s,vacuum_base_kpa_abs,center_temp_c,edge_temp_c,zone_range_c,closing_speed_mm_s,gel_time_s,fill_time_s,process_margin_s,film_tension_delta_n,cycle_time_s,warpage_um,trace_vacuum_min_kpa,trace_temp_range_c,trace_rows,cycle_time_index,edge_void_pct,chip_offset_p95_um,defect_die_rate_pct
S011,2026-03-03 04:00:00,L02,W05,EQ01,EQ01_C1,M04,7.90263259577978,1.03694823720136,3,0,5.650416196050451,4.61093323363047,172.57914830553568,173.75524707282716,1.6054152207829313,1.0,26.40489174440062,8.347792948805438,12.40668259954473,-0.2021075683098665,104.36912080294604,794.8783036088116,4.27535019509523,8.835352251163897,61,99.93619796832127,1.4548673931529623,34.49829205216175,16.129032258064516
S012,2026-03-03 06:00:00,L02,W06,EQ01,EQ01_C2,M01,9.42033381714308,1.0152868399721018,4,0,5.639766659706587,4.359616931846918,173.57370309153586,174.58914239826413,1.8151654660421253,1.15,26.09574352251701,8.096147359888407,12.359829502922016,0.5679686822329724,103.98377959504826,808.1189359252195,3.9424935611898415,9.600139294554083,61,99.56722355384352,1.4786083706030935,37.62911322061551,16.129032258064516
S013,2026-03-03 08:00:00,L03,W01,EQ02,EQ02_C2,M01,8.043762247799696,0.9884670910909138,3,0,6.532772289240082,5.17101324922472,172.45483750784172,174.25248266656715,3.2677712567694845,0.85,26.583900133477638,8.318868364363656,11.732259479873896,0.3028872821414271,104.48552170927772,827.3012557395148,4.786102248564593,9.212773953632308,61,100.04765491966245,1.925393923479822,45.89566707641783,20.527859237536656
S014,2026-03-03 10:00:00,L03,W02,EQ01,EQ01_C1,M02,14.933301088901173,1.012037953425657,4,0,5.243290260524511,4.562788668880798,173.40570134559297,174.5697326077086,1.4542469993248783,1.0,25.723887718822528,8.248151813702627,12.23244564459539,-0.3137926366874473,102.34016247815411,834.9195912091144,4.192443292161675,9.770582483452188,61,97.9934166240316,1.4364460965069596,34.902187610527236,15.249266862170089
S015,2026-03-03 12:00:00,L03,W03,EQ01,EQ01_C2,M03,19.804630177029733,1.1452382306651387,5,0,5.803687193183894,5.189736444348242,172.86515318502558,173.41931264601055,1.6681998694276343,1.15,25.591996663284696,8.615952922660554,11.172356547440248,0.1535030193889213,103.30945690042812,797.374713504655,4.908085907066578,8.565057842883732,61,98.92154171053927,1.575235029342346,38.08668089083283,17.302052785923756
S016,2026-03-03 14:00:00,L03,W04,EQ02,EQ02_C1,M04,10.485865294252104,1.0445769076192175,4,0,5.374875101289192,4.500549358974835,173.2154101757074,173.83412029592938,1.4909702334983344,0.85,26.2905255709024,8.543307630476871,12.372342839136332,-0.0010393167426037,104.75366603832155,804.8700891598006,4.044590316761861,8.761354331082714,61,100.30441021802316,1.4709566666680134,36.39412194738796,16.422287390029325
S017,2026-03-03 16:00:00,L03,W05,EQ02,EQ02_C2,M01,19.510170970598487,0.9771108727444916,4,0,6.475041357073992,5.586246316422265,172.7974278814894,173.54207958348442,2.527265514110697,1.0,27.613984603947586,8.108443490977965,13.03049975589563,0.1747991564655778,103.46887543157318,826.5858537654634,5.1694837803573614,8.736528611285479,61,99.07418917720149,1.81354953139158,40.96430987458146,19.64809384164223
S018,2026-03-03 18:00:00,L03,W06,EQ01,EQ01_C1,M02,11.2203201673108,1.0123866213041726,5,0,5.799310256787987,4.626489979878525,173.6628900486119,174.67198882411537,1.630996369651251,1.15,25.57561620503275,8.084546485216691,11.69175946302807,-0.3936485406309511,102.7060269121423,775.9539077407456,4.3952339982489255,9.617687179745445,61,98.34374151153969,1.4897549262037517,36.39186899182438,16.715542521994134
S019,2026-03-03 20:00:00,L04,W01,EQ02,EQ02_C1,M02,13.949515671075634,1.0073382169690812,5,0,5.427672245720606,4.740180660248472,173.25462063722296,173.90179798343814,1.5645247160280775,0.85,26.69239292401469,8.394352867876325,12.870367810417758,-0.0215905233823222,104.5059871778223,835.9791976575193,4.277014176734049,8.922778977357439,61,100.0672511479362,1.5178233209280292,36.24828718451989,16.129032258064516
S020,2026-03-03 22:00:00,L04,W02,EQ02,EQ02_C2,M03,19.662300040062533,1.1460530805950713,5,0,6.761311120659658,5.332068828002637,172.99789994754957,174.5270837354278,2.7363410862717576,1.0,23.985728583629697,8.784212322380284,8.440205140589754,-0.1058081671329423,103.73848252600352,876.5113010737906,4.998657142937619,9.407957280078449,61,99.3323451121693,1.9890459569227894,45.139843375755575,20.234604105571847
S021,2026-03-04 00:00:00,L04,W03,EQ01,EQ01_C1,M04,14.119252308851356,1.0449288912535153,6,0,5.535001336175732,4.7257557329179525,173.7045483837227,174.71371946454698,1.893977646951437,1.15,25.015106776406878,8.21471556501406,11.265389875217082,-0.0579085408665079,103.7708080541046,809.3380548505089,4.407831774225911,9.678577403902864,61,99.36329766164837,1.5466832955960395,38.04818755275182,17.302052785923756
S022,2026-03-04 02:00:00,L04,W04,EQ01,EQ01_C2,M01,5.93576745488328,0.9772690831064544,6,0,6.007736185206119,4.662661695068714,172.96979624899205,173.73637332435055,1.7551340604206869,0.85,27.332258679691694,8.274076332425818,13.05044616205976,0.0143084873866641,105.89955859121436,794.0765656248884,4.297547869017831,8.792912787985784,61,101.40163269278688,1.5383522148433206,36.89876459556984,16.715542521994134
S023,2026-03-04 04:00:00,L04,W05,EQ02,EQ02_C1,M02,11.905058858331095,0.9706549363906554,6,0,5.988391034053924,5.082306788073852,172.25786559650487,173.22406852006682,2.026850268273925,1.0,27.675100645903107,8.08261974556262,13.60408986628656,-0.2930180919194982,103.79520409984502,736.1501072713818,4.669813643238397,8.327110592017334,61,99.38665752171045,1.5776373304116644,40.25116772820294,17.302052785923756
S024,2026-03-04 06:00:00,L04,W06,EQ02,EQ02_C2,M03,9.383779343082717,1.1053331309636665,6,0,6.582878134262831,5.649257134789532,173.48231906484506,174.9074080211914,2.425526159953753,1.15,23.434258369272467,8.456332523854666,8.39504771115497,0.4467543463180177,105.41632963819475,874.1486942573551,5.302896383871201,9.869981190028739,61,100.93892816925094,1.9020252063377296,45.49319880690106,19.941348973607038
S025,2026-03-04 08:00:00,L05,W01,EQ01,EQ01_C2,M03,18.814374212411728,1.120267423989053,7,0,6.063054861711747,5.018105062979288,172.96451666456167,174.30824445087387,2.1629380563984317,0.85,24.303045546232884,8.84606969595621,9.393920988564927,0.2198639756658519,104.59488603082836,825.1865068106537,4.6646630854470335,9.410153373468631,61,100.15237415467251,1.687503828043396,41.197903281596226,18.181818181818183
S026,2026-03-04 10:00:00,L05,W02,EQ02,EQ02_C1,M04,15.686759972592906,1.048395258131147,7,0,5.621581410077528,5.108521250590615,174.2650724051694,175.4767163457947,2.1793791224845487,1.0,23.908761298597685,8.393581032524589,9.893598855995569,-0.266440349690906,101.72127776926718,824.9323099142183,4.781860378507609,10.418454049170094,61,97.40081812065179,1.624106842494268,41.959990902942415,17.595307917888565
S027,2026-03-04 12:00:00,L05,W03,EQ02,EQ02_C2,M01,8.1957256401747,0.9803715660336106,7,0,6.336110190064636,5.662813853647834,172.70079786767002,174.42489592909342,2.878793810187485,1.15,26.33390090281453,7.956486264134441,12.041304448615456,-0.1396962105810094,104.61127191094778,764.2077268353141,5.360354587496723,9.508629163610578,61,100.16806406895846,1.9349191118437457,41.09345239691429,19.64809384164223
S028,2026-03-04 14:00:00,L05,W04,EQ01,EQ01_C1,M02,11.2271377707433,1.0024780683992127,7,0,5.759527236705271,4.824601749519878,172.7167617712702,173.56040235928842,1.5667093783713084,0.85,27.187416579031797,8.374912273596848,13.052977068729676,0.5020800862592437,103.43918000683853,774.5910191808234,4.4508886374539145,8.685388706290354,61,99.04575502136875,1.5371462654381065,41.57604546112962,16.715542521994134
S029,2026-03-04 16:00:00,L05,W05,EQ01,EQ01_C2,M03,8.635191099315058,1.1332080695744442,8,0,6.406968465476186,5.217440735619308,172.1673695606027,172.7094775295198,1.6577529372367206,1.0,26.62125758219629,8.732832278297776,11.481456838422323,0.8754056234047505,106.10963416474776,960.3340156066956,4.841908584778041,7.680159402754327,61,101.60278561947082,1.672498293377957,40.81275151838848,19.06158357771261
S030,2026-03-04 18:00:00,L05,W06,EQ02,EQ02_C1,M04,7.061425739797816,1.0480731266677417,8,0,5.906056393396493,5.154355178041729,173.2060664228979,174.32604349390544,1.7980431157129049,1.15,25.577236933837103,8.227292506670967,11.443888033769646,-0.2409611142025668,105.09356218838776,804.0553982985588,4.744673414312978,9.322035375548694,61,100.62986978576083,1.625382607728377,41.061046831064445,17.888563049853374
S031,2026-03-04 20:00:00,L06,W01,EQ01,EQ01_C1,M04,11.9029084612146,1.0307484835052996,8,0,5.830420853963776,4.91491807821782,172.83492375095372,174.04647154051537,1.8123823219368096,0.85,25.982616266252712,8.487993934021198,11.66420147826774,-0.4229123336227676,103.26291452410798,782.7183987009624,4.621414156535312,9.117586544213026,61,98.87697615227778,1.615222777515445,34.259201826269994,17.888563049853374
S032,2026-03-04 22:00:00,L06,W02,EQ01,EQ01_C2,M01,10.8746026698363,0.9919615068855606,9,0,6.415365316874113,5.013467483431279,172.53512398989815,173.55169013538716,2.0526904217300763,1.0,27.60004930368861,8.167846027542241,13.01683795927226,0.6646290412607005,103.7417524578185,833.2570379692228,4.735170706856967,8.663483284788214,61,99.33547615850458,1.682597060244389,40.01548171955801,18.181818181818183
S033,2026-03-05 00:00:00,L06,W03,EQ02,EQ02_C1,M02,18.7572202853649,1.0081918199206743,9,0,6.211220112991103,5.509848923912948,172.65820287396133,173.9279951653076,2.14888723817034,1.15,26.65440701030397,8.067767279682698,12.375419617630168,-0.3726802623933916,103.81616535485884,866.530433140808,5.33990274991622,9.009186528471702,61,99.40672847866217,1.6957711779270648,40.74785346488961,18.181818181818183
S034,2026-03-05 02:00:00,L06,W04,EQ02,EQ02_C2,M03,20.677807546766903,1.1550098783395448,8,0,6.6350895835411885,5.950213383081483,172.93384517257763,174.54446703637055,3.149685850494569,0.85,23.948661165194284,8.985039513358178,8.328532068294919,-0.3585404336439103,105.05630130500954,920.0562544542408,5.514353742354107,9.688407506704692,61,100.59419150286344,2.1610145775585945,44.762696825194105,21.994134897360702
S035,2026-03-05 04:00:00,L06,W05,EQ01,EQ01_C1,M04,20.969207937088463,1.1041684117561088,9,0,5.94085493170396,5.217057984597992,172.80282664463442,173.64554459124145,1.8428999413234732,1.0,26.54699920380085,8.616673647024435,11.98947062507246,0.0299438474940489,104.47104806467732,881.9704468371576,4.8742641310133,8.706390015348461,61,100.03379602154219,1.717541455043965,40.48028148945335,18.475073313782993
S036,2026-03-05 06:00:00,L06,W06,EQ01,EQ01_C2,M01,13.095329081723008,0.9769161007295885,10,0,6.302933158567682,4.907153218934145,173.24268612364128,174.55100270383724,2.103752643961098,1.15,26.151046079436,7.942664402918353,11.905448517949964,0.1648429898425772,103.28934719319928,758.4003540603723,4.538135588604387,9.467742091925572,61,98.90228613314966,1.7190086645013933,39.78276450570423,19.64809384164223
S037,2026-03-05 08:00:00,L07,W01,EQ02,EQ02_C2,M01,11.785962139179336,0.9985788341125016,9,0,7.1508703179239,5.820344762357265,173.14089362235887,174.5809866567345,2.8789863677407923,0.85,26.10756934773498,8.359315336450006,10.597383693361074,0.8490964405020573,106.6288503973867,838.2266899760629,5.548730432662362,9.698917765569348,61,102.0999489165665,2.1039509127363463,51.85623101358075,21.994134897360702
S038,2026-03-05 10:00:00,L07,W02,EQ01,EQ01_C1,M02,6.233968630164832,1.0276451319039943,10,0,5.978314927900587,5.33411983791459,173.36496732974368,174.49949455648004,2.2572347259647665,1.0,25.825732893103936,8.310580527615977,11.536837437587373,-0.3055289609844805,103.39756028603394,809.1901894293627,4.998464604979735,9.444012459342048,61,99.00590303616742,1.739276464312249,39.19125694276213,19.35483870967742
S039,2026-03-05 12:00:00,L07,W03,EQ01,EQ01_C2,M03,21.023132205334285,1.1140941600722014,11,0,5.948755011478464,5.500247122654307,173.3814099969429,174.54145338654013,1.8554063630490127,1.15,23.946987775923464,8.491376640288806,9.506856124156194,0.1133941297789447,105.13534279664802,795.2247135366621,5.061908108985138,9.626572881777207,61,100.66987582496296,1.7782281309764256,37.483686359541224,18.7683284457478
S040,2026-03-05 14:00:00,L07,W04,EQ02,EQ02_C1,M04,4.576254449715388,1.0344053994075386,10,0,5.975571326940777,5.193366137177129,173.22455692927377,174.2263961083245,1.8258741515170125,0.85,25.721725642929464,8.502621597630153,11.243532718358534,-0.0950305589647486,104.7040676036907,843.5659382379486,4.898576068865702,9.272572084991765,61,100.25691840297237,1.6898374534992433,41.20258608089406,17.888563049853374
S041,2026-03-05 16:00:00,L07,W05,EQ02,EQ02_C2,M01,11.204495876177536,1.019535844445044,10,0,6.878963758423286,5.899750089931037,173.0742265378523,174.52884299095706,3.19524146497583,1.0,26.18317766311226,8.278143377780175,11.0260705269088,-0.2305886729878885,105.51379916543232,848.5670391594574,5.664353570087236,9.508828962553082,61,101.0322578236061,2.1891533101683303,47.21984370658237,23.16715542521994
S042,2026-03-05 18:00:00,L07,W06,EQ01,EQ01_C1,M02,4.447146841814464,1.0339572784735047,11,0,6.558347667620341,5.593281531161712,172.94106868591118,174.10826855912407,2.242605909738713,1.15,26.393010589270094,8.170829113894019,11.66383380775574,-0.059493806753025,104.8879148555406,884.5375192950571,5.293585290117495,9.261007261720806,61,100.43295701684067,1.8262355799062109,39.841171466002805,19.64809384164223
S043,2026-03-05 20:00:00,L08,W01,EQ02,EQ02_C1,M02,6.4935906054343056,0.9851186208256753,11,0,5.888400091029909,5.455590001353071,172.5211106963306,173.98590040409107,2.5614497448167737,0.85,26.57044441406795,8.3054744833027,12.376569839735344,0.0986089794782558,104.8330842261723,828.6881603523514,4.926397450527776,8.980875022573741,61,100.38045523672486,1.7960029510265434,39.314077213949965,19.06158357771261
S044,2026-03-05 22:00:00,L08,W02,EQ02,EQ02_C2,M03,30.95671422509499,1.411061457186537,11,0,7.2558435528086385,6.317054276459079,173.48023738614424,175.55515209018694,3.235685932418019,1.0,22.30328697028978,9.844245828746146,5.203197588734994,0.1555944387658103,105.60325138901172,890.1071796075919,5.961849496171332,10.673165461024666,61,101.1179106973255,3.886150743701424,85.7452695900454,29.91202346041056
S045,2026-03-06 00:00:00,L08,W03,EQ01,EQ01_C1,M04,12.395946846192276,1.028762894680346,12,0,6.218225263863656,5.525763598101687,172.87549525489248,174.10177078141777,2.367655482733333,1.15,25.902432366944232,8.150051578721385,11.534155524359193,-0.0391149018006711,103.49493126160807,849.647841140594,5.200720753626162,9.226221911545878,61,99.09913832469418,1.8386249746945813,40.0676388234707,19.64809384164223
S046,2026-03-06 02:00:00,L08,W04,EQ01,EQ01_C2,M01,10.327241195367463,0.9530204433338662,12,0,5.965633448490612,5.334180203671117,172.46198712091854,173.4256750335641,1.9921695834607485,0.85,27.782771201332068,8.177081773335463,13.640055979505991,0.0192591745039245,104.73060048468696,854.823395610212,5.064333768181723,8.518446604765273,61,100.28232433939795,1.7455541036635296,38.80433913177208,19.06158357771261
S047,2026-03-06 04:00:00,L08,W05,EQ02,EQ02_C1,M02,20.841491305867656,1.037470109421822,12,0,6.210808971299128,5.5895266432367405,173.43268291522193,174.4665236580505,1.9631330117271668,1.0,25.858814597974085,8.349880437687286,11.298125188987672,0.0614312463666841,104.74772824210903,839.071292159496,5.128532385806691,9.56731235103507,61,100.29872462085396,1.7897117169436536,39.59008287411216,19.35483870967742
S048,2026-03-06 06:00:00,L08,W06,EQ02,EQ02_C2,M03,29.735110352124984,1.3832110086208629,12,0,7.171791262372305,6.217947280593098,173.76816047805343,175.7109898384868,3.413862807685298,1.15,22.09870030303196,9.56784403448345,5.359065006176202,0.0696001508332376,105.36038397669395,927.4241913856224,5.984820761885698,10.67491923873854,61,100.8853587163304,3.8538137678519044,84.42064780347015,30.205278592375368
S049,2026-03-06 08:00:00,L09,W01,EQ01,EQ01_C2,M03,21.52849473181,1.1767632713914984,13,0,6.32657177747049,5.573498055358364,173.37206243046893,174.5404337927724,2.1038894949032487,0.85,23.93962234267334,9.072053085565994,8.540997479636854,0.3546464488070313,105.04846500235467,849.9403786823553,5.294588678785474,9.612949374204874,61,100.58668803548312,1.94507138396293,42.25926945155798,20.821114369501466
S050,2026-03-06 10:00:00,L09,W02,EQ02,EQ02_C1,M04,13.151293732475384,1.0318776437035135,13,0,6.087418641088139,5.485187325897987,172.98497764178106,173.89912326783588,2.050294808147231,1.0,26.196271261637985,8.327510574814053,11.78134204573579,0.242145072229271,104.46484381295258,829.782135992434,5.172162760946096,9.05265590154886,61,100.02785528616147,1.8100487268311056,39.79111639805687,19.06158357771261
S051,2026-03-06 12:00:00,L09,W03,EQ02,EQ02_C2,M01,2.0,0.9741333716541496,13,0,6.840506747528246,6.34619423729754,172.92325270821857,174.77356078285976,3.4222179964369213,1.15,25.828336864853345,7.931533486616597,11.056296630708502,0.1624111368809561,104.70050062984032,886.6104861104347,6.026873630633569,9.84314205593168,61,100.2535029310194,2.3335066282457917,47.5466925421595,24.04692082111437
S052,2026-03-06 14:00:00,L09,W04,EQ01,EQ01_C1,M02,7.969772981398114,1.003800798873503,13,0,5.958789109284052,5.576444214544911,173.01575359871308,174.30661560339144,2.346542285866376,0.85,26.105407375082414,8.380203195494012,11.766415070304356,-0.1201620005401765,106.25058192461849,853.8962935588559,5.0706487769827255,9.449222621620095,61,101.73774683333625,1.8353003970088715,38.10635811652897,20.527859237536656
S053,2026-03-06 16:00:00,L09,W05,EQ01,EQ01_C2,M03,21.51121645019136,1.174372764956158,14,0,6.591121172389677,5.877832651179717,173.12960001766243,174.4691859509791,2.2871579182571278,1.0,24.04323408320196,8.897491059824631,8.554621850987651,0.5984207571677593,106.51229377814002,920.5842123834246,5.510425298206227,9.50381412041611,61,101.98834286598431,2.0149780256058096,44.87239271415059,20.234604105571847
S054,2026-03-06 18:00:00,L09,W06,EQ02,EQ02_C1,M04,12.45033098918297,1.0208170995875578,14,0,6.4714667571798055,5.476583365310124,173.66744857877794,175.1346698105639,2.496058357006071,1.15,24.40472877468229,8.118268398350232,9.814993619152258,-0.1272356890517391,104.55330290423925,734.2238418690154,5.18876787537719,10.16503464699099,61,100.11255720940188,1.935165137463543,42.03099085681065,19.941348973607038
S055,2026-03-06 20:00:00,L10,W01,EQ01,EQ01_C1,M04,8.130916583442998,1.067630437398537,14,0,6.235335584307293,5.746799368505334,173.8517420576319,174.85434835885945,2.5137594279146085,0.85,24.81119487965379,8.635521749594147,9.94033754575235,-0.1489344921401143,105.52468667230283,710.7574523148378,5.2581911232683725,9.90755393618241,61,101.0426828998511,1.9456776516048477,40.65337091164624,20.234604105571847
S056,2026-03-06 22:00:00,L10,W02,EQ01,EQ01_C2,M01,6.545903579799635,0.9977850565768964,1,1,5.782877530970932,4.285742450049808,172.85299002330453,173.92976117563444,1.7731389958392365,1.0,27.051846295330066,8.191140226307585,13.077828538051545,0.7533969309743996,104.40666205728267,800.3358020065934,3.941044063010696,9.006587043316017,61,99.97214471383855,1.375728938642929,36.9490959073937,15.249266862170089
S057,2026-03-07 00:00:00,L10,W03,EQ02,EQ02_C1,M02,12.049235368897024,0.9759113369885002,1,1,5.333618280635863,4.4531173074563055,173.10110736466493,174.06034510670605,1.6534004470210164,1.15,26.462499595276224,7.938645347954,13.19023596668636,0.247000565976472,104.40262487898214,817.6062879140936,4.106939814405522,9.121567731548481,61,99.96827900866855,1.3480829043723928,32.95428115373694,14.369501466275661
S058,2026-03-07 02:00:00,L10,W04,EQ02,EQ02_C2,M03,22.102764721233083,1.1868854028910276,14,0,7.4262188466055745,6.592683359921463,173.08816498122832,174.61339115655346,3.448800293568873,0.85,23.8237844403759,9.112541611564108,7.285023982206216,-0.064955135034902,105.52956816820866,878.9908169037774,6.229023425667105,9.816676116940982,61,101.04735706149464,3.114847749651066,65.7721427230755,27.27272727272727
S059,2026-03-07 04:00:00,L10,W05,EQ01,EQ01_C1,M04,7.726390665101208,1.0118253823469183,1,1,5.140049814442631,4.474974888278892,172.96513447192066,173.73966122934428,1.643106948691654,1.0,26.4274912174508,8.247301529387673,13.040139873620491,0.0014787151807132,104.48909961395098,741.5653283725663,4.03047094774013,8.740014401223476,61,100.0510808581679,1.3608420884003924,36.84735255184675,14.66275659824047
S060,2026-03-07 06:00:00,L10,W06,EQ01,EQ01_C2,M01,11.447879763535706,0.9749170269916436,2,0,5.425242837624084,4.075868810896546,173.01076349873236,173.87277461336538,1.553004464822732,1.15,27.1344768106202,7.934668107966574,13.774565865029544,-0.1936072057786144,103.28773235658085,842.7093273521014,3.6143307638891615,8.880766978282622,61,98.90073988430954,1.3693560285462396,37.7619608830307,14.95601173020528
S061,2026-03-07 08:00:00,L11,W01,EQ02,EQ02_C2,M01,9.551221843659404,1.0097266438740788,1,1,6.231474437267303,4.747642727202331,172.94994409090748,174.4687517676842,2.57594993466422,0.85,26.27030993685789,8.403906575496315,11.634928924094275,-0.033007901796496,105.65155725780028,800.8410448344446,4.358837944564965,9.450440342247504,61,101.16416484634145,1.6963289636596568,42.11948590579689,18.475073313782993
S062,2026-03-07 10:00:00,L11,W02,EQ01,EQ01_C1,M02,5.751027828051611,1.000680403706597,2,0,5.293464825141538,4.207107966888902,173.75425369785648,174.38516530087705,0.942400778453086,1.0,25.99151031372828,8.202721614826388,12.495323873760356,0.2531144518595088,103.9284369883437,807.8303659891344,3.9406198396619367,9.41611474974357,61,99.51423154186566,1.3265919185522805,38.71837402021602,14.369501466275661
S063,2026-03-07 12:00:00,L11,W03,EQ01,EQ01_C2,M03,23.05912815735043,1.1972580640098216,3,0,5.509471780152056,5.144719543585222,173.41508846540583,174.25278708746197,1.076006532271697,1.15,24.32992398042651,8.824032256039287,9.996419944235166,0.5971855952239201,103.1094871290046,800.519222572743,4.816814944005826,9.418990257923724,61,98.7300653570842,1.502414869973701,40.07167294993665,16.715542521994134
S064,2026-03-07 14:00:00,L11,W04,EQ02,EQ02_C1,M04,4.927970893330276,1.0428676769053211,2,0,5.115711765884497,4.3804852209141565,173.45506568545602,174.60003318052188,1.7640256447743792,0.85,25.17995188824328,8.536470707621284,11.5277694147375,0.2412408495791721,105.65945956172077,796.5044226103554,4.188927299420024,9.656234620028187,61,101.17173151168201,1.4245161539269307,33.715042211980595,15.542521994134898
S065,2026-03-07 16:00:00,L11,W05,EQ02,EQ02_C2,M01,15.069710208712715,0.9763279891004892,2,0,6.154578837546556,5.059454669238315,173.82186320803427,175.2368582579097,2.542507486113279,1.0,25.15655552603095,8.105311956401957,10.896664732082437,0.083367001368359,103.85414459656232,848.197255985585,4.832785676414111,10.36390786508207,61,99.44309460868575,1.6927306980968377,40.590961904986806,18.7683284457478
S066,2026-03-07 18:00:00,L11,W06,EQ01,EQ01_C1,M02,2.0,0.9979894255563004,3,0,5.245128872685229,4.5954386028090575,173.38526918303023,174.52298573348756,1.9833558725848344,1.15,25.79167068644304,8.026957702225202,12.51958411153261,0.0499296776186501,103.23726164623396,835.6601279717785,4.210443016229651,9.730753499011314,61,98.85241284215354,1.4388982194845976,36.69102419608328,16.129032258064516
